300.9826414201,0.8707244855014694,10,5,11,0,0,0,0,1100,11
300.99549042010005,0.8575079271896994,12,6,8,0,0,1,0,800,8
300.9978964201,0.8387450238881903,14,5,8,0,0,0,0,800,8
301.0107454201,0.8260138756300351,16,6,5,0,0,1,0,500,5
301.01315142010003,0.8079400853095843,18,5,5,0,0,0,0,500,5
301.0166204201,0.881874909672954,9,10,10,0,0,1,0,1000,10
301.01902642010003,0.8625788388967358,11,9,10,0,0,0,0,1000,10
301.02600042010005,0.7956765192473979,20,6,2,0,0,1,0,200,2
301.0284064201,0.778266532567919,22,5,2,0,0,0,0,200,2
301.0318754201,0.8494859217770204,13,10,7,0,0,1,0,700,7
301.0342814201,0.8308985458462445,15,9,7,0,0,0,0,700,7
301.0471304201,0.8182864977584763,17,10,4,0,0,1,0,400,4
301.0495364201,0.8003817881417497,19,9,4,0,0,0,0,400,4
301.0530054201001,0.8736249506062351,10,14,9,0,0,1,0,900,9
301.05541142010003,0.8545093949941361,12,13,9,0,0,0,0,900,9
301.06238542010004,0.7882329480082808,21,10,1,0,0,1,0,100,1
301.0647914201,0.7709858321349474,23,9,1,0,0,0,0,100,1
301.06826042010005,0.8415389624004197,14,14,6,0,0,1,0,600,6
301.0706664201,0.8231254717779846,16,13,6,0,0,0,0,600,6
301.0835154201,0.8106314096759049,18,14,3,0,0,1,0,300,3
301.08592142009996,0.7928941990092211,20,13,3,0,0,0,0,300,3
301.0893904201,0.865452170087013,11,18,8,0,0,1,0,800,8
301.0917964201,0.8465154409157253,13,17,8,0,0,0,0,800,8
301.10464542010004,0.8336663470025882,15,18,5,0,0,1,0,500,5
301.1070514201,0.8154251149876316,17,17,5,0,0,0,0,500,5
301.1129264201,0.8705700604318373,10,21,10,0,0,0,0,1000,10
301.1199004201,0.8030479351097636,19,18,2,0,0,1,0,200,2
301.12230642009996,0.785476656436782,21,17,2,0,0,0,0,200,2
301.1257754201,0.857355846108288,12,22,7,0,0,1,0,700,7
301.1281814201,0.8385962704525466,14,21,7,0,0,0,0,700,7
301.14103042010004,0.8258673800939784,16,22,4,0,0,1,0,400,4
301.1434364201,0.8077967952034601,18,21,4,0,0,0,0,400,4
