,Exp. m/z,Theor. Mass,Error,Abundance,Signal2Noise,DBE,Cno,Hno,Nno,Ono,Sno,13Cno,18Ono,Formula,HeteroClass
238,508.19065,508.19065,0,2162720,0,10.0,24,32,0,11,0,1,0,13C1 12C24 H32 O11,O11
239,510.03902,510.03902,0,2568908,0,18.0,23,14,0,13,0,1,0,13C1 12C23 H14 O13,O13
240,510.0607,510.0607,0,8559315,0,13.0,20,18,0,15,0,1,0,13C1 12C20 H18 O15,O15
241,510.07597999999996,510.07597999999996,0,2240729,0,17.0,24,18,0,12,0,1,0,13C1 12C24 H18 O12,O12
242,510.13344000000006,510.13344000000006,0,3791598,0,11.0,22,26,0,13,0,1,0,13C1 12C22 H26 O13,O13
243,512.01864,512.01864,0,2687393,0,18.0,22,12,0,14,0,1,0,13C1 12C22 H12 O14,O14
244,514.03453,514.03453,0,4718717,0,17.0,22,14,0,14,0,1,0,13C1 12C22 H14 O14,O14
245,514.05552,514.05552,0,2766981,0,12.0,19,18,0,16,0,1,0,13C1 12C19 H18 O16,O16
246,514.0708400000001,514.0708400000001,0,4640906,0,16.0,23,18,0,13,0,1,0,13C1 12C23 H18 O13,O13
247,514.09194,514.09194,0,2280594,0,11.0,20,22,0,15,0,1,0,13C1 12C20 H22 O15,O15
248,516.01385,516.01385,0,3540805,0,17.0,21,12,0,15,0,1,0,13C1 12C21 H12 O15,O15
249,516.0865,516.0865,0,4758367,0,15.0,23,20,0,13,0,1,0,13C1 12C23 H20 O13,O13
250,516.12274,516.12274,0,2626412,0,14.0,24,24,0,12,0,1,0,13C1 12C24 H24 O12,O12
251,518.0294,518.0294,0,5744145,0,16.0,21,14,0,15,0,1,0,13C1 12C21 H14 O15,O15
252,518.06577,518.06577,0,5985822,0,15.0,22,18,0,14,0,1,0,13C1 12C22 H18 O14,O14
253,518.1018799999999,518.1018799999999,0,4142635,0,14.0,23,22,0,13,0,1,0,13C1 12C23 H22 O13,O13
254,518.13847,518.13847,0,2031672,0,13.0,24,26,0,12,0,1,0,13C1 12C24 H26 O12,O12
255,520.08141,520.08141,0,6856931,0,14.0,22,20,0,14,0,1,0,13C1 12C22 H20 O14,O14
256,520.11775,520.11775,0,3891440,0,13.0,23,24,0,13,0,1,0,13C1 12C23 H24 O13,O13
257,520.1539700000001,520.1539700000001,0,2206972,0,12.0,24,28,0,12,0,1,0,13C1 12C24 H28 O12,O12
258,522.0607,522.0607,0,8702866,0,14.0,21,18,0,15,0,1,0,13C1 12C21 H18 O15,O15
259,522.09694,522.09694,0,5363615,0,13.0,22,22,0,14,0,1,0,13C1 12C22 H22 O14,O14
260,522.1335,522.1335,0,3046316,0,12.0,23,26,0,13,0,1,0,13C1 12C23 H26 O13,O13
261,522.16967,522.16967,0,2444216,0,11.0,24,30,0,12,0,1,0,13C1 12C24 H30 O12,O12
262,524.03992,524.03992,0,4206138,0,14.0,20,16,0,16,0,1,0,13C1 12C20 H16 O16,O16
263,524.07627,524.07627,0,5140038,0,13.0,21,20,0,15,0,1,0,13C1 12C21 H20 O15,O15
264,524.11267,524.11267,0,4120146,0,12.0,22,24,0,14,0,1,0,13C1 12C22 H24 O14,O14
265,524.1489,524.1489,0,2219615,0,11.0,23,28,0,13,0,1,0,13C1 12C23 H28 O13,O13
266,526.03422,526.03422,0,3326173,0,18.0,23,14,0,14,0,1,0,13C1 12C23 H14 O14,O14
267,526.05577,526.05577,0,3483877,0,13.0,20,18,0,16,0,1,0,13C1 12C20 H18 O16,O16
268,526.07075,526.07075,0,2455786,0,17.0,24,18,0,13,0,1,0,13C1 12C24 H18 O13,O13
269,526.09196,526.09196,0,3989745,0,12.0,21,22,0,15,0,1,0,13C1 12C21 H22 O15,O15
270,528.01387,528.01387,0,2391923,0,18.0,22,12,0,15,0,1,0,13C1 12C22 H12 O15,O15
271,528.08645,528.08645,0,3168139,0,16.0,24,20,0,13,0,1,0,13C1 12C24 H20 O13,O13
272,530.0294,530.0294,0,5053964,0,17.0,22,14,0,15,0,1,0,13C1 12C22 H14 O15,O15
273,530.0656799999999,530.0656799999999,0,5588503,0,16.0,23,18,0,14,0,1,0,13C1 12C23 H18 O14,O14
274,530.1383099999999,530.1383099999999,0,2214447,0,14.0,25,26,0,12,0,1,0,13C1 12C25 H26 O12,O12
275,532.0815299999999,532.0815299999999,0,5431462,0,15.0,23,20,0,14,0,1,0,13C1 12C23 H20 O14,O14
276,532.11775,532.11775,0,2430129,0,14.0,24,24,0,13,0,1,0,13C1 12C24 H24 O13,O13
277,534.06064,534.06064,0,6875934,0,15.0,22,18,0,15,0,1,0,13C1 12C22 H18 O15,O15
278,534.1332,534.1332,0,2451253,0,13.0,24,26,0,13,0,1,0,13C1 12C24 H26 O13,O13
279,536.0762599999999,536.0762599999999,0,6501784,0,14.0,22,20,0,15,0,1,0,13C1 12C22 H20 O15,O15
280,536.11245,536.11245,0,3525027,0,13.0,23,24,0,14,0,1,0,13C1 12C23 H24 O14,O14
281,538.03403,538.03403,0,2058229,0,19.0,24,14,0,14,0,1,0,13C1 12C24 H14 O14,O14
282,538.0556799999999,538.0556799999999,0,5609468,0,14.0,21,18,0,16,0,1,0,13C1 12C21 H18 O16,O16
283,540.10768,540.10768,0,2407019,0,12.0,22,24,0,15,0,1,0,13C1 12C22 H24 O15,O15
284,540.18061,540.18061,0,2200193,0,10.0,24,32,0,13,0,1,0,13C1 12C24 H32 O13,O13
285,542.02928,542.02928,0,3484840,0,18.0,23,14,0,15,0,1,0,13C1 12C23 H14 O15,O15
286,542.06573,542.06573,0,4261042,0,17.0,24,18,0,14,0,1,0,13C1 12C24 H18 O14,O14
287,542.0869,542.0869,0,2365625,0,12.0,21,22,0,16,0,1,0,13C1 12C21 H22 O16,O16
288,542.12327,542.12327,0,2012355,0,11.0,22,26,0,15,0,1,0,13C1 12C22 H26 O15,O15
289,544.00865,544.00865,0,2129642,0,18.0,22,12,0,16,0,1,0,13C1 12C22 H12 O16,O16
290,544.0812099999999,544.0812099999999,0,3714815,0,16.0,24,20,0,14,0,1,0,13C1 12C24 H20 O14,O14
291,544.1177,544.1177,0,2608906,0,15.0,25,24,0,13,0,1,0,13C1 12C25 H24 O13,O13
292,546.06081,546.06081,0,5712182,0,16.0,23,18,0,15,0,1,0,13C1 12C23 H18 O15,O15
293,548.03996,548.03996,0,4975457,0,16.0,22,16,0,16,0,1,0,13C1 12C22 H16 O16,O16
294,548.1125099999999,548.1125099999999,0,3128181,0,14.0,24,24,0,14,0,1,0,13C1 12C24 H24 O14,O14
295,550.05567,550.05567,0,5778826,0,15.0,22,18,0,16,0,1,0,13C1 12C22 H18 O16,O16
296,550.0919200000001,550.0919200000001,0,4504980,0,14.0,23,22,0,15,0,1,0,13C1 12C23 H22 O15,O15
297,550.1283099999999,550.1283099999999,0,2625950,0,13.0,24,26,0,14,0,1,0,13C1 12C24 H26 O14,O14
298,552.03497,552.03497,0,3284892,0,15.0,21,16,0,17,0,1,0,13C1 12C21 H16 O17,O17
299,552.10746,552.10746,0,2591663,0,13.0,23,24,0,15,0,1,0,13C1 12C23 H24 O15,O15
300,554.05065,554.05065,0,2233771,0,14.0,21,18,0,17,0,1,0,13C1 12C21 H18 O17,O17
301,554.06597,554.06597,0,2914735,0,18.0,25,18,0,14,0,1,0,13C1 12C25 H18 O14,O14
302,554.08688,554.08688,0,3578293,0,13.0,22,22,0,16,0,1,0,13C1 12C22 H22 O16,O16
303,556.04491,556.04491,0,3354536,0,18.0,24,16,0,15,0,1,0,13C1 12C24 H16 O15,O15
304,556.08141,556.08141,0,2737074,0,17.0,25,20,0,14,0,1,0,13C1 12C25 H20 O14,O14
305,556.10271,556.10271,0,2417591,0,12.0,22,24,0,16,0,1,0,13C1 12C22 H24 O16,O16
306,558.0606799999999,558.0606799999999,0,4445599,0,17.0,24,18,0,15,0,1,0,13C1 12C24 H18 O15,O15
307,558.13332,558.13332,0,2123185,0,15.0,26,26,0,13,0,1,0,13C1 12C26 H26 O13,O13
308,560.07648,560.07648,0,5556105,0,16.0,24,20,0,15,0,1,0,13C1 12C24 H20 O15,O15
309,560.1127799999999,560.1127799999999,0,3047314,0,15.0,25,24,0,14,0,1,0,13C1 12C25 H24 O14,O14
310,562.05559,562.05559,0,5017952,0,16.0,23,18,0,16,0,1,0,13C1 12C23 H18 O16,O16
311,562.0919700000001,562.0919700000001,0,4327784,0,15.0,24,22,0,15,0,1,0,13C1 12C24 H22 O15,O15
312,564.03499,564.03499,0,3769131,0,16.0,22,16,0,17,0,1,0,13C1 12C22 H16 O17,O17
313,564.10771,564.10771,0,3851068,0,14.0,24,24,0,15,0,1,0,13C1 12C24 H24 O15,O15
314,566.05039,566.05039,0,3163381,0,15.0,22,18,0,17,0,1,0,13C1 12C22 H18 O17,O17
315,566.0654900000001,566.0654900000001,0,2231544,0,19.0,26,18,0,14,0,1,0,13C1 12C26 H18 O14,O14
316,568.1020900000001,568.1020900000001,0,2703036,0,13.0,23,24,0,16,0,1,0,13C1 12C23 H24 O16,O16
317,570.0607200000001,570.0607200000001,0,3534949,0,18.0,25,18,0,15,0,1,0,13C1 12C25 H18 O15,O15
318,570.0819700000001,570.0819700000001,0,2263145,0,13.0,22,22,0,17,0,1,0,13C1 12C22 H22 O17,O17
319,572.07643,572.07643,0,3588624,0,17.0,25,20,0,15,0,1,0,13C1 12C25 H20 O15,O15
320,572.11269,572.11269,0,2187800,0,16.0,26,24,0,14,0,1,0,13C1 12C26 H24 O14,O14
321,574.05564,574.05564,0,4211627,0,17.0,24,18,0,16,0,1,0,13C1 12C24 H18 O16,O16
322,574.0919200000001,574.0919200000001,0,3736499,0,16.0,25,22,0,15,0,1,0,13C1 12C25 H22 O15,O15
323,576.03474,576.03474,0,3456318,0,17.0,23,16,0,17,0,1,0,13C1 12C23 H16 O17,O17
324,576.0712599999999,576.0712599999999,0,4914501,0,16.0,24,20,0,16,0,1,0,13C1 12C24 H20 O16,O16
325,576.10783,576.10783,0,4003148,0,15.0,25,24,0,15,0,1,0,13C1 12C25 H24 O15,O15
326,578.05063,578.05063,0,4271823,0,16.0,23,18,0,17,0,1,0,13C1 12C23 H18 O17,O17
327,578.12343,578.12343,0,2362077,0,14.0,25,26,0,15,0,1,0,13C1 12C25 H26 O15,O15
328,580.10287,580.10287,0,3650655,0,14.0,24,24,0,16,0,1,0,13C1 12C24 H24 O16,O16
329,584.03996,584.03996,0,4221769,0,19.0,25,16,0,16,0,1,0,13C1 12C25 H16 O16,O16
330,584.07615,584.07615,0,2646864,0,18.0,26,20,0,15,0,1,0,13C1 12C26 H20 O15,O15
331,586.05557,586.05557,0,4035772,0,18.0,25,18,0,16,0,1,0,13C1 12C25 H18 O16,O16
332,586.09182,586.09182,0,3092675,0,17.0,26,22,0,15,0,1,0,13C1 12C26 H22 O15,O15
333,588.03468,588.03468,0,3847714,0,18.0,24,16,0,17,0,1,0,13C1 12C24 H16 O17,O17
334,590.05077,590.05077,0,4292489,0,17.0,24,18,0,17,0,1,0,13C1 12C24 H18 O17,O17
335,590.08688,590.08688,0,3894159,0,16.0,25,22,0,16,0,1,0,13C1 12C25 H22 O16,O16
336,592.02963,592.02963,0,2107619,0,17.0,23,16,0,18,0,1,0,13C1 12C23 H16 O18,O18
337,592.10273,592.10273,0,2817264,0,15.0,25,24,0,16,0,1,0,13C1 12C25 H24 O16,O16
338,594.04552,594.04552,0,2359870,0,16.0,23,18,0,18,0,1,0,13C1 12C23 H18 O18,O18
339,594.08195,594.08195,0,3822149,0,15.0,24,22,0,17,0,1,0,13C1 12C24 H22 O17,O17
340,598.05552,598.05552,0,2885858,0,19.0,26,18,0,16,0,1,0,13C1 12C26 H18 O16,O16
341,600.0348299999999,600.0348299999999,0,2556457,0,19.0,25,16,0,17,0,1,0,13C1 12C25 H16 O17,O17
342,602.05058,602.05058,0,4048754,0,18.0,25,18,0,17,0,1,0,13C1 12C25 H18 O17,O17
343,604.10247,604.10247,0,3166398,0,16.0,26,24,0,16,0,1,0,13C1 12C26 H24 O16,O16
344,604.13873,604.13873,0,2373828,0,15.0,27,28,0,15,0,1,0,13C1 12C27 H28 O15,O15
345,606.04548,606.04548,0,2909684,0,17.0,24,18,0,18,0,1,0,13C1 12C24 H18 O18,O18
346,606.08178,606.08178,0,3109370,0,16.0,25,22,0,17,0,1,0,13C1 12C25 H22 O17,O17
347,608.03982,608.03982,0,2246448,0,21.0,27,16,0,16,0,1,0,13C1 12C27 H16 O16,O16
348,608.09788,608.09788,0,2671418,0,15.0,25,24,0,17,0,1,0,13C1 12C25 H24 O17,O17
349,610.1497,610.1497,0,2226300,0,13.0,26,30,0,16,0,1,0,13C1 12C26 H30 O16,O16
350,614.05081,614.05081,0,3186396,0,19.0,26,18,0,17,0,1,0,13C1 12C26 H18 O17,O17
351,616.1028200000001,616.1028200000001,0,2037273,0,17.0,27,24,0,16,0,1,0,13C1 12C27 H24 O16,O16
352,618.04598,618.04598,0,2950468,0,18.0,25,18,0,18,0,1,0,13C1 12C25 H18 O18,O18
353,618.08188,618.08188,0,4113738,0,17.0,26,22,0,17,0,1,0,13C1 12C26 H22 O17,O17
354,620.06098,620.06098,0,2622074,0,17.0,25,20,0,18,0,1,0,13C1 12C25 H20 O18,O18
355,620.09772,620.09772,0,4123264,0,16.0,26,24,0,17,0,1,0,13C1 12C26 H24 O17,O17
356,626.0509999999999,626.0509999999999,0,2176532,0,20.0,27,18,0,17,0,1,0,13C1 12C27 H18 O17,O17
357,628.0299200000001,628.0299200000001,0,2301765,0,20.0,26,16,0,18,0,1,0,13C1 12C26 H16 O18,O18
358,628.10246,628.10246,0,2078545,0,18.0,28,24,0,16,0,1,0,13C1 12C28 H24 O16,O16
359,630.04545,630.04545,0,2043006,0,19.0,26,18,0,18,0,1,0,13C1 12C26 H18 O18,O18
360,632.06095,632.06095,0,2563512,0,18.0,26,20,0,18,0,1,0,13C1 12C26 H20 O18,O18
361,632.09767,632.09767,0,2741182,0,17.0,27,24,0,17,0,1,0,13C1 12C27 H24 O17,O17
362,634.07667,634.07667,0,2241780,0,17.0,26,22,0,18,0,1,0,13C1 12C26 H22 O18,O18
363,636.09252,636.09252,0,2700339,0,16.0,26,24,0,18,0,1,0,13C1 12C26 H24 O18,O18
364,638.08664,638.08664,0,2510193,0,20.0,29,22,0,16,0,1,0,13C1 12C29 H22 O16,O16
365,646.04047,646.04047,0,2480774,0,19.0,26,18,0,19,0,1,0,13C1 12C26 H18 O19,O19
366,646.07663,646.07663,0,3703436,0,18.0,27,22,0,18,0,1,0,13C1 12C27 H22 O18,O18
367,650.07177,650.07177,0,2139444,0,17.0,26,22,0,19,0,1,0,13C1 12C26 H22 O19,O19
368,419.07321,419.07321,0,2010341,0,8.0,15,18,0,13,0,2,0,13C2 12C15 H18 O13,O13
369,447.06812,447.06812,0,2439473,0,9.0,16,18,0,14,0,2,0,13C2 12C16 H18 O14,O14
370,615.05301,615.05301,0,2077559,0,19.0,26,18,0,17,0,2,0,13C2 12C26 H18 O17,O17
371,629.0321700000001,629.0321700000001,0,2092001,0,20.0,26,16,0,18,0,2,0,13C2 12C26 H16 O18,O18
372,439.04019000000005,439.04019000000005,0,2195640,0,12.0,17,14,0,13,0,0,1,C17 H14 18O1 16O13,O13
373,471.06041,471.06041,0,4683558,0,20.0,25,14,0,9,0,0,1,C25 H14 18O1 16O9,O9
374,483.06043,483.06043,0,3705360,0,21.0,26,14,0,9,0,0,1,C26 H14 18O1 16O9,O9
375,485.07610999999997,485.07610999999997,0,2999605,0,20.0,26,16,0,9,0,0,1,C26 H16 18O1 16O9,O9
376,485.11255,485.11255,0,3902788,0,19.0,27,20,0,8,0,0,1,C27 H20 18O1 16O8,O8
377,489.01312,489.01312,0,2781009,0,25.0,27,8,0,9,0,0,1,C27 H8 18O1 16O9,O9
378,493.00837,493.00837,0,2307445,0,24.0,26,8,0,10,0,0,1,C26 H8 18O1 16O10,O10
379,493.04439,493.04439,0,2451331,0,23.0,27,12,0,9,0,0,1,C27 H12 18O1 16O9,O9
380,495.02395,495.02395,0,4392073,0,23.0,26,10,0,10,0,0,1,C26 H10 18O1 16O10,O10
381,495.06035,495.06035,0,3256471,0,22.0,27,14,0,9,0,0,1,C27 H14 18O1 16O9,O9
382,497.03964,497.03964,0,4063127,0,22.0,26,12,0,10,0,0,1,C26 H12 18O1 16O10,O10
383,499.05562000000003,499.05562000000003,0,4035233,0,21.0,26,14,0,10,0,0,1,C26 H14 18O1 16O10,O10
384,507.09652,507.09652,0,2682505,0,22.0,29,18,0,8,0,0,1,C29 H18 18O1 16O8,O8
385,547.0653,547.0653,0,3503697,0,38.0,41,10,0,2,0,0,1,C41 H10 18O1 16O2,O2
