,Exp. m/z,Theor. Mass,Error,Abundance,DBE,Cno,Hno,Nno,Ono,Sno,Formula,HeteroClass
260,351.10852,351.10854357989996,-0.0671584340252538,14672324,8.0,17,20,0,8,0,C17H20O8,O8
261,351.14489,351.14492857989995,-0.10986887988019796,7858642,7.0,18,24,0,7,0,C18H24O7,O7
262,353.01502,353.01503857989997,-0.0526320353010461,10015851,10.0,14,10,0,11,0,C14H10O11,O11
263,353.05141000000003,353.05142357989996,-0.038464368137704194,22328440,9.0,15,14,0,10,0,C15H14O10,O10
264,353.08779,353.08780857989996,-0.05262118804686232,22107268,8.0,16,18,0,9,0,C16H18O9,O9
265,353.12419,353.12419357989995,-0.010137792930790437,15832209,7.0,17,22,0,8,0,C17H22O8,O8
266,353.1606,353.1605785799,0.06065257925912459,2908831,6.0,18,26,0,7,0,C18H26O7,O7
267,355.00955,355.0095585799,-0.024168081648015646,2690861,14.0,17,8,0,9,0,C17H8O9,O9
268,355.03067000000004,355.03068857989996,-0.05233322220626176,16434997,9.0,14,12,0,11,0,C14H12O11,O11
269,355.04596000000004,355.0459435799,0.04624781764134615,3533626,13.0,18,12,0,8,0,C18H12O8,O8
270,355.06706,355.06707357989995,-0.0382460130453689,25130818,8.0,15,16,0,10,0,C15H16O10,O10
271,355.10346,355.1034585799,0.003999116152927812,22247246,7.0,16,20,0,9,0,C16H20O9,O9
272,355.1398,355.1398435799,-0.12271194238193289,8251227,6.0,17,24,0,8,0,C17H24O8,O8
273,357.0099,357.00995357989996,-0.15007956894071023,3927535,9.0,13,10,0,12,0,C13H10O12,O12
274,357.02515,357.02520857990004,-0.16407776995603265,5167604,13.0,17,10,0,9,0,C17H10O9,O9
275,357.04632999999995,357.04633857989995,-0.024030214206117687,18786812,8.0,14,14,0,11,0,C14H14O11,O11
276,357.06162,357.0615935799,0.07399311632160537,4163073,12.0,18,14,0,8,0,C18H14O8,O8
277,357.08272,357.0827235799,-0.01002540804640125,18303496,7.0,15,18,0,10,0,C15H18O10,O10
278,357.11908999999997,357.1191085799,-0.05202717967981232,11029013,6.0,16,22,0,9,0,C16H22O9,O9
279,357.15552,357.1554935799,0.07397366273976917,2441762,5.0,17,26,0,8,0,C17H26O8,O8
280,359.02554,359.02560357989995,-0.17709015551661264,3928243,8.0,13,12,0,12,0,C13H12O12,O12
281,359.04082999999997,359.0408585799,-0.07960068978492929,9675960,12.0,17,12,0,9,0,C17H12O9,O9
282,359.06195,359.0619885799,-0.10744634967146001,8004800,7.0,14,16,0,11,0,C14H16O11,O11
283,359.07724,359.07724357989997,-0.009969721048526439,6376645,11.0,18,16,0,8,0,C18H16O8,O8
284,359.09832,359.0983735799,-0.14920674650657018,6694092,6.0,15,20,0,10,0,C15H20O10,O10
285,359.11359,359.11362857989997,-0.1074308990478817,3507410,10.0,19,20,0,7,0,C19H20O7,O7
286,359.13473999999997,359.13475857990005,-0.051735176398668294,2400473,5.0,16,24,0,9,0,C16H24O9,O9
287,361.02006,361.0201235799,-0.1761117893981854,8683373,12.0,16,10,0,10,0,C16H10O10,O10
288,361.04132999999996,361.0412535799,0.21166583929287397,1997684,7.0,13,14,0,12,0,C13H14O12,O12
289,361.05647999999997,361.05650857989997,-0.0791563074609655,13717369,11.0,17,14,0,9,0,C17H14O9,O9
290,361.09287,361.09289357989996,-0.06530147886861161,8169350,10.0,18,18,0,8,0,C18H18O8,O8
291,361.1293,361.12927857989996,0.05931421601868235,3965843,9.0,19,22,0,7,0,C19H22O7,O7
292,362.99932,362.99938857989997,-0.1889256624593219,3547679,12.0,15,8,0,11,0,C15H8O11,O11
293,363.03574,363.03577357989997,-0.09249749593594515,19313196,11.0,16,12,0,10,0,C16H12O10,O10
294,363.07211,363.07215857989996,-0.13380232773410894,15782456,10.0,17,16,0,9,0,C17H16O9,O9
295,363.10852,363.10854357989996,-0.0649389841594984,10179141,9.0,18,20,0,8,0,C18H20O8,O8
296,363.14486,363.14492857989995,-0.1888499454693536,5964370,8.0,19,24,0,7,0,C19H24O7,O7
297,365.01502,365.01503857989997,-0.05090173830816123,10790108,11.0,15,10,0,11,0,C15H10O11,O11
298,365.0514,365.05142357989996,-0.06459336530858001,24446184,10.0,16,14,0,10,0,C16H14O10,O10
299,365.08778,365.08780857989996,-0.0782822632677287,17994998,9.0,17,18,0,9,0,C17H18O9,O9
300,365.12415,365.12419357989995,-0.11935637444009956,14329090,8.0,18,22,0,8,0,C18H22O8,O8
301,365.16052,365.1605785799,-0.16042230027362128,4645135,7.0,19,26,0,7,0,C19H26O7,O7
302,366.99425,366.99430357989996,-0.14599654386501734,2232203,11.0,14,8,0,12,0,C14H8O12,O12
303,367.03067999999996,367.03068857989996,-0.023376519360770655,19175320,10.0,15,12,0,11,0,C15H12O11,O11
304,367.06703,367.06707357989995,-0.11872462310781422,22693796,9.0,16,16,0,10,0,C16H16O10,O10
305,367.10341,367.1034585799,-0.13233299462284462,21145520,8.0,17,20,0,9,0,C17H20O9,O9
306,367.13981,367.1398435799,-0.09146351336831021,10839997,7.0,18,24,0,8,0,C18H24O8,O8
307,369.00989,369.00995357989996,-0.17229860429399924,6181445,10.0,14,10,0,12,0,C14H10O12,O12
308,369.02526,369.0252085799,0.13934034539086645,2254922,14.0,18,10,0,9,0,C18H10O9,O9
309,369.04629,369.04633857989995,-0.13163631467087542,24873554,9.0,15,14,0,11,0,C15H14O11,O11
310,369.06154,369.0615935799,-0.1451787477475843,2540631,13.0,19,14,0,8,0,C19H14O8,O8
311,369.0827,369.0827235799,-0.0638878454885262,22260318,8.0,16,18,0,10,0,C16H18O10,O10
312,369.11908999999997,369.1191085799,-0.050335784838294366,16202346,7.0,17,22,0,9,0,C17H22O9,O9
313,369.15541,369.1554935799,-0.22640838733900204,4913783,6.0,18,26,0,8,0,C18H26O8,O8
314,371.0044,371.0044735799,-0.1983261799892011,2692342,14.0,17,8,0,10,0,C17H8O10,O10
315,371.02558,371.02560357989995,-0.06355329587014809,9104637,9.0,14,12,0,12,0,C14H12O12,O12
316,371.04087999999996,371.0408585799,0.05772976072095595,5338371,13.0,18,12,0,9,0,C18H12O9,O9
317,371.06198,371.0619885799,-0.02312255165348882,18730250,8.0,15,16,0,11,0,C15H16O11,O11
318,371.07721000000004,371.07724357989997,-0.09049301867856441,3421455,12.0,19,16,0,8,0,C19H16O8,O8
319,371.09833,371.0983735799,-0.11743489900669775,15768854,7.0,16,20,0,10,0,C16H20O10,O10
320,371.13473,371.13475857990005,-0.07700679982153669,6681891,6.0,17,24,0,9,0,C17H24O9,O9
321,373.02011,373.0201235799,-0.036405274478583056,7018413,13.0,17,10,0,10,0,C17H10O10,O10
322,373.04125,373.0412535799,-0.009596525788647234,9904052,8.0,14,14,0,12,0,C14H14O12,O12
323,373.0565,373.05650857989997,-0.022998928428838775,9603002,12.0,18,14,0,9,0,C18H14O9,O9
324,373.09288,373.09289357989996,-0.03639817380239921,4718534,11.0,19,18,0,8,0,C19H18O8,O8
325,373.11400000000003,373.1140235799,-0.06319757090197971,6008782,6.0,16,22,0,10,0,C16H22O10,O10
326,373.12936,373.12927857989996,0.21820882126774474,2325459,10.0,20,22,0,7,0,C20H22O7,O7
327,374.99942000000004,374.99938857989997,0.08378707013614334,3182167,13.0,16,8,0,11,0,C16H8O11,O11
328,375.03576,375.03577357989997,-0.03620961236666689,15884900,12.0,17,12,0,10,0,C17H12O10,O10
329,375.05685,375.05690357990005,-0.14285805578589178,3796587,7.0,14,16,0,12,0,C14H16O12,O12
330,375.07214,375.07215857989996,-0.049536867899459,11498096,11.0,18,16,0,9,0,C18H16O9,O9
331,375.10853,375.10854357989996,-0.036202587803944926,6593149,10.0,19,20,0,8,0,C19H20O8,O8
332,375.14493,375.14492857989995,0.0037854704297525118,3887753,9.0,20,24,0,7,0,C20H24O7,O7
333,377.01502999999997,377.01503857989997,-0.022757447633661696,9868557,12.0,16,10,0,11,0,C16H10O11,O11
334,377.05138999999997,377.05142357989996,-0.0890592049023087,25318682,11.0,17,14,0,10,0,C17H14O10,O10
335,377.08779,377.08780857989996,-0.049272078146224675,13669670,10.0,18,18,0,9,0,C18H18O9,O9
336,377.12419,377.12419357989995,-0.009492628726316185,10007859,9.0,19,22,0,8,0,C19H22O8,O8
337,377.16047000000003,377.1605785799,-0.28788772246906696,3961151,8.0,20,26,0,7,0,C20H26O7,O7
338,378.99427000000003,378.99430357989996,-0.0886026507978549,2503607,12.0,15,8,0,12,0,C15H8O12,O12
339,379.03066,379.03068857989996,-0.07540260144678286,24893378,11.0,16,12,0,11,0,C16H12O11,O11
340,379.06708,379.06707357989995,0.01693658053904756,24221648,10.0,17,16,0,10,0,C17H16O10,O10
341,379.10342,379.1034585799,-0.10176615144373471,17405916,9.0,18,20,0,9,0,C18H20O9,O9
342,379.13981,379.1398435799,-0.08856863914444504,11872232,8.0,19,24,0,8,0,C19H24O8,O8
343,379.17615,379.1762285799,-0.2072384660971011,3174389,7.0,20,28,0,7,0,C20H28O7,O7
344,381.00995,381.00995357989996,-0.009395817405107918,8510060,11.0,15,10,0,12,0,C15H10O12,O12
345,381.02517,381.0252085799,-0.10125288067546748,2230897,15.0,19,10,0,9,0,C19H10O9,O9
346,381.04635,381.04633857989995,0.029970370816755777,30276216,10.0,16,14,0,11,0,C16H14O11,O11
347,381.08271,381.0827235799,-0.03563504495137258,25664134,9.0,17,18,0,10,0,C17H18O10,O10
348,381.11908,381.1191085799,-0.07498941764013292,20650642,8.0,18,22,0,9,0,C18H22O9,O9
349,381.15546,381.1554935799,-0.0881002650018746,7826078,7.0,19,26,0,8,0,C19H26O8,O8
350,383.02558,383.02560357989995,-0.06156220299459653,19733794,10.0,15,12,0,12,0,C15H12O12,O12
351,383.04087999999996,383.0408585799,0.0559211883111618,4224296,14.0,19,12,0,9,0,C19H12O9,O9
352,383.06198,383.0619885799,-0.02239820251910847,27491630,9.0,16,16,0,11,0,C16H16O11,O11
353,383.09834,383.0983735799,-0.08765346529017824,26123580,8.0,17,20,0,10,0,C17H20O10,O10
354,383.13473999999997,383.13475857990005,-0.04849442570778807,14290248,7.0,18,24,0,9,0,C18H24O9,O9
355,383.17121000000003,383.1711435799,0.1733431683291196,3054932,6.0,19,28,0,8,0,C19H28O8,O8
356,385.0201,385.0201235799,-0.0612432922738396,5223378,14.0,18,10,0,10,0,C18H10O10,O10
357,385.04125,385.0412535799,-0.00929744534364793,21921752,9.0,15,14,0,12,0,C15H14O12,O12
358,385.05649,385.05650857989997,-0.04825239817620711,6182878,13.0,19,14,0,9,0,C19H14O9,O9
359,385.07762,385.0776385799,-0.04824975046813135,21700582,8.0,16,18,0,11,0,C16H18O11,O11
360,385.09299,385.09289357989996,0.2503814057049773,2857963,12.0,20,18,0,8,0,C20H18O8,O8
361,385.11397,385.1140235799,-0.13912736674607618,15265778,7.0,17,22,0,10,0,C17H22O10,O10
362,385.15039,385.1504085799,-0.04824063420014007,5298174,6.0,18,26,0,9,0,C18H26O9,O9
363,386.99944,386.99938857989997,0.13286868542647218,3753596,14.0,17,8,0,11,0,C17H8O11,O11
364,387.02051,387.0205185799,-0.022169108834506675,4448899,9.0,14,12,0,13,0,C14H12O13,O13
365,387.03575,387.03577357989997,-0.06092434232011839,12083848,13.0,18,12,0,10,0,C18H12O10,O10
366,387.05687,387.05690357990005,-0.08675701101716955,13779600,8.0,15,16,0,12,0,C15H16O12,O12
367,387.07218,387.07215857989996,0.055338777449005117,8645269,12.0,19,16,0,9,0,C19H16O9,O9
368,387.09326,387.0932885799,-0.07383207316453927,11240092,7.0,16,20,0,11,0,C16H20O11,O11
369,387.10855,387.10854357989996,0.01658475414160401,3611298,11.0,20,20,0,8,0,C20H20O8,O8
370,387.1296,387.1296735799,-0.19006525468221397,5800617,6.0,17,24,0,10,0,C17H24O10,O10
371,387.14498,387.14492857989995,0.13281873589323692,2008750,10.0,21,24,0,7,0,C21H24O7,O7
372,389.01502,389.01503857989997,-0.047761392567658566,9995572,13.0,17,10,0,11,0,C17H10O11,O11
373,389.03615,389.0361685799,-0.04775879846894368,3674428,8.0,14,14,0,13,0,C14H14O13,O13
374,389.05138999999997,389.05142357989996,-0.08631224037768663,20038976,12.0,18,14,0,10,0,C18H14O10,O10
375,389.07254,389.0725535799,-0.03490325868533016,3875144,7.0,15,18,0,12,0,C15H18O12,O12
376,389.08781,389.08780857989996,0.003649818890995165,11486541,11.0,19,18,0,9,0,C19H18O9,O9
377,389.12419,389.12419357989995,-0.009199890452533154,5655898,10.0,20,22,0,8,0,C20H22O8,O8
378,390.99425,390.99430357989996,-0.13703498861810212,2703329,13.0,16,8,0,12,0,C16H8O12,O12
379,391.03069,391.03068857989996,0.0036316843549241223,24029166,12.0,17,12,0,11,0,C17H12O11,O11
380,391.06707,391.06707357989995,-0.00915418401399617,21342202,11.0,18,16,0,10,0,C18H16O10,O10
381,391.10345,391.1034585799,-0.021937673547400238,13015047,10.0,19,20,0,9,0,C19H20O9,O9
382,391.13977,391.1398435799,-0.18811660640493028,9105427,9.0,20,24,0,8,0,C20H24O8,O8
383,393.00995,393.00995357989996,-0.009108929483226386,9771676,12.0,16,10,0,12,0,C16H10O12,O12
384,393.04634,393.04633857989995,0.003613060076177624,33950376,11.0,17,14,0,11,0,C17H14O11,O11
385,393.0827,393.0827235799,-0.05998711874642871,22956726,10.0,18,18,0,10,0,C18H18O10,O10
386,393.11906,393.1191085799,-0.1235755244403437,17361602,9.0,19,22,0,9,0,C19H22O9,O9
387,393.15546,393.1554935799,-0.08541124450671105,9163470,8.0,20,26,0,8,0,C20H26O8,O8
388,395.02558999999997,395.02560357989995,-0.03437726532633343,23629144,11.0,16,12,0,12,0,C16H12O12,O12
389,395.04082999999997,395.0408585799,-0.0723466937234615,2179422,15.0,20,12,0,9,0,C20H12O9,O9
390,395.06199,395.0619885799,0.003594625699810145,32853350,10.0,17,16,0,11,0,C17H16O11,O11
391,395.09835,395.0983735799,-0.059681086011326136,23113074,9.0,18,20,0,10,0,C18H20O10,O10
392,395.13473999999997,395.13475857990005,-0.04702167977527405,18353534,8.0,19,24,0,9,0,C19H24O9,O9
393,395.1711,395.1711435799,-0.11028107865181322,4892043,7.0,20,28,0,8,0,C20H28O8,O8
394,397.00482,397.0048685799,-0.12236600569674001,4259851,11.0,15,10,0,13,0,C15H10O13,O13
395,397.02005,397.0201235799,-0.18533040412082472,4125712,15.0,19,10,0,10,0,C19H10O10,O10
396,397.04124,397.0412535799,-0.03420274307145373,30068760,10.0,16,14,0,12,0,C16H14O12,O12
397,397.05654,397.05650857989997,0.07913256510386314,4901917,14.0,20,14,0,9,0,C20H14O9,O9
398,397.07763,397.0776385799,-0.021607613131452045,29044772,9.0,17,18,0,11,0,C17H18O11,O11
399,397.09271,397.09289357989996,-0.4623097086896567,2271273,13.0,21,18,0,8,0,C21H18O8,O8
400,397.11399,397.1140235799,-0.0845598442698994,23531568,8.0,18,22,0,10,0,C18H22O10,O10
401,397.15039,397.1504085799,-0.04678303124192677,10895421,7.0,19,26,0,9,0,C19H26O9,O9
402,398.9994,398.99938857989997,0.02862184839282372,2613956,15.0,18,8,0,11,0,C18H8O11,O11
403,399.02056,399.0205185799,0.10380443626627682,10142411,10.0,15,12,0,13,0,C15H12O13,O13
404,399.03582,399.03577357989997,0.11633067285579791,8671953,14.0,19,12,0,10,0,C19H12O10,O10
405,399.05689,399.05690357990005,-0.03402998399471531,24990424,9.0,16,16,0,12,0,C16H16O12,O12
406,399.07214,399.07215857989996,-0.04655774544246359,5792478,13.0,20,16,0,9,0,C20H16O9,O9
407,399.09328999999997,399.0932885799,0.003558315856978139,21312228,8.0,17,20,0,11,0,C17H20O11,O11
408,399.12961,399.1296735799,-0.15929634948498117,13398770,7.0,18,24,0,10,0,C18H24O10,O10
409,399.16603,399.1660585799,-0.07159902348814692,2920191,6.0,19,28,0,9,0,C19H28O9,O9
410,401.01504,401.01503857989997,0.0035412637866145324,9786759,14.0,18,10,0,11,0,C18H10O11,O11
411,401.03616,401.0361685799,-0.02139432966349919,11814287,9.0,15,14,0,13,0,C15H14O13,O13
412,401.05137,401.05142357989996,-0.13359857811386086,13469076,13.0,19,14,0,10,0,C19H14O10,O10
413,401.07252,401.0725535799,-0.08372525043556704,14505372,8.0,16,18,0,12,0,C16H18O12,O12
414,401.08776,401.08780857989996,-0.12112036046530852,6606241,12.0,20,18,0,9,0,C20H18O9,O9
415,401.10895,401.1089385799,0.028471317665458604,9528745,7.0,17,22,0,11,0,C17H22O11,O11
416,401.12422000000004,401.12419357989995,0.06586513730021651,3059118,11.0,21,22,0,8,0,C21H22O8,O8
417,401.1453,401.1453235799,-0.05878144047469376,4132277,6.0,18,26,0,10,0,C18H26O10,O10
418,402.99426,402.99430357989996,-0.10814023815952409,4810817,14.0,17,8,0,12,0,C17H8O12,O12
419,403.03064,403.03068857989996,-0.12053647856100488,20789326,13.0,18,12,0,11,0,C18H12O11,O11
420,403.05185,403.0518185799,0.07795548504362569,5195861,8.0,15,16,0,13,0,C15H16O13,O13
421,403.06703999999996,403.06707357989995,-0.08331094795976422,17991770,12.0,19,16,0,10,0,C19H16O10,O10
422,403.08819,403.0882035799,-0.0336896487278855,5216354,7.0,16,20,0,12,0,C16H20O12,O12
423,403.10344,403.10345857990006,-0.0460921376151912,9410663,11.0,20,20,0,9,0,C20H20O9,O9
424,403.13981,403.1398435799,-0.08329590966032649,5023861,10.0,21,24,0,8,0,C21H24O8,O8
425,405.00992,405.00995357989996,-0.08291129548212813,11004682,13.0,17,10,0,12,0,C17H10O12,O12
426,405.04632000000004,405.04633857989995,-0.0458710476945317,31603480,12.0,18,14,0,11,0,C18H14O11,O11
427,405.0827,405.0827235799,-0.05821008560466561,20478756,11.0,19,18,0,10,0,C19H18O10,O10
428,405.11911000000003,405.1191085799,0.0035053889188017624,11299633,10.0,20,22,0,9,0,C20H22O9,O9
429,405.15547000000004,405.1554935799,-0.05819963034775809,6290238,9.0,21,26,0,8,0,C21H26O8,O8
430,406.98917,406.98921857989995,-0.11936409549851738,3243466,13.0,16,8,0,13,0,C16H8O13,O13
431,407.02561000000003,407.02560357989995,0.015773209404430458,27393494,12.0,17,12,0,12,0,C17H12O12,O12
432,407.06196,407.0619885799,-0.07021019109064637,34692580,11.0,18,16,0,11,0,C18H16O11,O11
433,407.09837000000005,407.0983735799,-0.008793697508257835,19758576,10.0,19,20,0,10,0,C19H20O10,O10
434,407.13475,407.13475857990005,-0.021073857914650714,15965694,9.0,20,24,0,9,0,C20H24O9,O9
435,407.17116,407.1711435799,0.04032726841045729,4759051,8.0,21,28,0,8,0,C21H28O8,O8
436,409.00485,409.0048685799,-0.045427087686491036,7702682,12.0,16,10,0,13,0,C16H10O13,O13
437,409.02002999999996,409.0201235799,-0.22879045459012476,2813087,16.0,20,10,0,10,0,C20H10O10,O10
438,409.04125,409.0412535799,-0.008751929001971739,40681640,11.0,17,14,0,12,0,C17H14O12,O12
439,409.0564,409.05650857989997,-0.26543985414004073,3693740,15.0,21,14,0,9,0,C21H14O9,O9
440,409.0776,409.0776385799,-0.09430948147792828,29687988,10.0,18,18,0,11,0,C18H18O11,O11
441,409.11401,409.1140235799,-0.03319343557605787,24436928,9.0,19,22,0,10,0,C19H22O10,O10
442,409.15033999999997,409.1504085799,-0.16761537708018046,14008526,8.0,20,26,0,9,0,C20H26O9,O9
443,411.02051,411.0205185799,-0.02087462695835496,19227502,11.0,16,12,0,13,0,C16H12O13,O13
444,411.03574,411.03577357989997,-0.08169580885587324,6288243,15.0,20,12,0,10,0,C20H12O10,O10
445,411.05687,411.05690357990005,-0.08169160949665392,37061500,10.0,17,16,0,12,0,C17H16O12,O12
446,411.07202,411.07215857989996,-0.3371181848761668,3254144,14.0,21,16,0,9,0,C21H16O9,O9
447,411.09328,411.0932885799,-0.020870931819937582,29303688,9.0,18,20,0,11,0,C18H20O11,O11
448,411.12967000000003,411.1296735799,-0.00870747159209771,21562260,8.0,19,24,0,10,0,C19H24O10,O10
449,411.16607999999997,411.1660585799,0.05209598296488088,7328674,7.0,20,28,0,9,0,C20H28O9,O9
450,413.01502999999997,413.01503857989997,-0.02077381982768937,7939646,15.0,19,10,0,11,0,C19H10O11,O11
451,413.03615,413.0361685799,-0.04498371180475263,22726214,10.0,16,14,0,13,0,C16H14O13,O13
452,413.05138999999997,413.05142357989996,-0.08129714140741574,11150923,14.0,20,14,0,10,0,C20H14O10,O10
453,413.07257000000004,413.0725535799,0.03975112824775654,26273362,9.0,17,18,0,12,0,C17H18O12,O12
454,413.08776,413.08780857989996,-0.11760187288132412,5754456,13.0,21,18,0,9,0,C21H18O9,O9
455,413.10894,413.1089385799,0.0034375921249551124,21784160,8.0,18,22,0,11,0,C18H22O11,O11
456,413.12417999999997,413.12419357989995,-0.0328712290299087,2008165,12.0,22,22,0,8,0,C22H22O8,O8
457,413.14532,413.1453235799,-0.008664989651451427,11196013,7.0,19,26,0,10,0,C19H26O10,O10
458,413.18169,413.1817085799,-0.04496786664684725,2456186,6.0,20,30,0,9,0,C20H30O9,O9
459,414.99433,414.99430357989996,0.06366376550190064,4548877,15.0,18,8,0,12,0,C18H8O12,O12
460,415.01543,415.0154335799,-0.008625944291586425,4905237,10.0,15,12,0,14,0,C15H12O14,O14
461,415.03069,415.03068857989996,0.003421674765473247,16120090,14.0,19,12,0,11,0,C19H12O11,O11
462,415.05179,415.0518185799,-0.06885863095774265,18352418,9.0,16,16,0,13,0,C16H16O13,O13
463,415.06703,415.06707357989995,-0.10499483755767693,13310247,13.0,20,16,0,10,0,C20H16O10,O10
464,415.08817999999997,415.0882035799,-0.056806962503857805,15612207,8.0,17,20,0,12,0,C17H20O12,O12
465,415.10336,415.10345857990006,-0.23748272392579708,7418165,12.0,21,20,0,9,0,C21H20O9,O9
466,415.12458,415.1245885799,-0.020668252938078186,10373436,7.0,18,24,0,11,0,C18H24O11,O11
467,415.13974,415.1398435799,-0.24950604377527355,4084034,11.0,22,24,0,8,0,C22H24O8,O8
468,417.00995,417.00995357989996,-0.008584687062342429,12635117,14.0,18,10,0,12,0,C18H10O12,O12
469,417.03106,417.0310835799,-0.0565423079673051,4451317,9.0,15,14,0,14,0,C15H14O14,O14
470,417.04631,417.04633857989995,-0.06852931509819353,29428730,13.0,19,14,0,11,0,C19H14O11,O11
471,417.06746,417.0674685799,-0.020571971309100837,6601731,8.0,16,18,0,13,0,C16H18O13,O13
472,417.0827,417.0827235799,-0.05653530746650527,16194568,12.0,20,18,0,10,0,C20H18O10,O10
473,417.10386,417.1038535799,0.015392089922653318,5088272,7.0,17,22,0,12,0,C17H22O12,O12
474,417.11908999999997,417.1191085799,-0.0445433921558687,8746005,11.0,21,22,0,9,0,C21H22O9,O9
475,417.15542,417.1554935799,-0.1763848280471294,4767779,10.0,22,26,0,8,0,C22H26O8,O8
476,418.98924,418.98921857989995,0.051123272605818504,2985670,14.0,17,8,0,13,0,C17H8O13,O13
477,419.02561000000003,419.02560357989995,0.015321498312706983,30142162,13.0,18,12,0,12,0,C18H12O12,O12
478,419.06196,419.0619885799,-0.06819969546935926,35229408,12.0,19,16,0,11,0,C19H16O11,O11
479,419.09835,419.09837357990006,-0.05626340153024966,19164910,11.0,20,20,0,10,0,C20H20O10,O10
480,419.13469,419.13475857990005,-0.16362255496497985,11079419,10.0,21,24,0,9,0,C21H24O9,O9
481,419.17117,419.1711435799,0.06302938652240327,4871945,9.0,22,28,0,8,0,C22H28O8,O8
482,421.00485999999995,421.0048685799,-0.02037957442955344,10191280,13.0,17,10,0,13,0,C17H10O13,O13
483,421.04124,421.0412535799,-0.03225313403258763,45060540,12.0,18,14,0,12,0,C18H14O12,O12
484,421.07766,421.0776385799,0.05086971622562473,31027660,11.0,19,18,0,11,0,C19H18O11,O11
485,421.11402000000004,421.1140235799,-0.008501022889080188,18112984,10.0,20,22,0,10,0,C20H22O10,O10
486,421.15038,421.1504085799,-0.06786150368535415,13636070,9.0,21,26,0,9,0,C21H26O9,O9
487,421.18685,421.1867935799,0.1339550547852897,3677684,8.0,22,30,0,8,0,C22H30O8,O8
488,423.02049000000005,423.0205185799,-0.06756149806405125,24319136,12.0,17,12,0,13,0,C17H12O13,O13
489,423.03567000000004,423.03577357989997,-0.2448490326284425,3880102,16.0,21,12,0,10,0,C21H12O10,O10
490,423.05688,423.05690357990005,-0.055736946670454486,43078828,11.0,18,16,0,12,0,C18H16O12,O12
491,423.07212000000004,423.07215857989996,-0.09118988129906976,2324659,15.0,22,16,0,9,0,C22H16O9,O9
492,423.09326,423.0932885799,-0.06754987794739281,28628156,10.0,19,20,0,11,0,C19H20O11,O11
493,423.12967000000003,423.1296735799,-0.008460526824029013,21722312,9.0,20,24,0,10,0,C20H24O10,O10
494,423.16609000000005,423.1660585799,0.07425004778832556,9991383,8.0,21,28,0,9,0,C21H28O9,O9
495,424.99980999999997,424.9997835799,0.0621649727638624,3053960,12.0,16,10,0,14,0,C16H10O14,O14
496,425.03614000000005,425.0361685799,-0.06724110101636517,32225174,11.0,17,14,0,13,0,C17H14O13,O13
497,425.05138,425.05142357989996,-0.10252853548641253,5826460,15.0,21,14,0,10,0,C21H14O10,O10
498,425.07255,425.0725535799,-0.008421856410298429,35411876,10.0,18,18,0,12,0,C18H18O12,O12
499,425.10893,425.1089385799,-0.02018282660968421,27457456,9.0,19,22,0,11,0,C19H22O11,O11
500,425.1453,425.1453235799,-0.055463152601941186,17663934,8.0,20,26,0,10,0,C20H26O10,O10
501,425.18167,425.1817085799,-0.09073744048760225,4970445,7.0,21,30,0,9,0,C21H30O9,O9
502,427.01541,427.0154335799,-0.05522025238964806,10316419,11.0,16,12,0,14,0,C16H12O14,O14
503,427.03062,427.03068857989996,-0.1605971228621774,13224585,15.0,20,12,0,11,0,C20H12O11,O11
504,427.05179000000004,427.0518185799,-0.06692372846491618,28342928,10.0,17,16,0,13,0,C17H16O13,O13
505,427.06703,427.06707357989995,-0.10204462638796379,9140887,14.0,21,16,0,10,0,C21H16O10,O10
506,427.08819000000005,427.0882035799,-0.031796476264831494,24787614,9.0,18,20,0,12,0,C18H20O12,O12
507,427.10340999999994,427.10345857990006,-0.11374269898327304,3974821,13.0,22,20,0,9,0,C22H20O9,O9
508,427.12460999999996,427.1245885799,0.05014953612184454,18356908,8.0,19,24,0,11,0,C19H24O11,O11
509,427.16093,427.1609735799,-0.10202219458587866,8078011,7.0,20,28,0,10,0,C20H28O10,O10
510,429.00989000000004,429.00995357989996,-0.14820145636487078,11505020,15.0,19,10,0,12,0,C19H10O12,O12
511,429.03107,429.0310835799,-0.031652485110515764,11738500,10.0,16,14,0,14,0,C16H14O14,O14
512,429.04634000000004,429.04633857989995,0.003309899102168395,18800010,14.0,20,14,0,11,0,C20H14O11,O11
513,429.06746,429.0674685799,-0.019996622037047506,17374610,9.0,17,18,0,13,0,C17H18O13,O13
514,429.08270999999996,429.0827235799,-0.03164867587421268,10608024,13.0,21,18,0,10,0,C21H18O10,O10
515,429.10389000000004,429.1038535799,0.08487479139487539,13794720,8.0,18,22,0,12,0,C18H22O12,O12
516,429.11902000000003,429.1191085799,-0.20642264162804466,5395878,12.0,22,22,0,9,0,C22H22O9,O9
517,429.14024000000006,429.1402385799,0.0033091748645002563,7110062,7.0,19,26,0,11,0,C19H26O11,O11
518,429.15544000000006,429.1554935799,-0.124849619176176,2075060,11.0,23,26,0,8,0,C23H26O8,O8
519,429.17655999999994,429.17662357989997,-0.14814390285033063,2280892,6.0,20,30,0,10,0,C20H30O10,O10
520,430.98919000000006,430.98921857989995,-0.06631233139524138,4265076,15.0,18,8,0,13,0,C18H8O13,O13
521,431.02558,431.02560357989995,-0.05470649484362386,21979266,14.0,19,12,0,12,0,C19H12O12,O12
