,Exp. m/z,Theor. Mass,Error,Abundance,DBE,Cno,Hno,Nno,Ono,Sno,Formula,HeteroClass
522,431.04674000000006,431.0467335799,0.01489420885969993,8431754,9.0,16,16,0,14,0,C16H16O14,O14
523,431.06195999999994,431.0619885799,-0.06630113723302523,26689680,13.0,20,16,0,11,0,C20H16O11,O11
524,431.08315999999996,431.0831185799,0.09608379035187588,6203545,8.0,17,20,0,13,0,C17H20O13,O13
525,431.09839000000005,431.09837357990006,0.03808898618611039,11722910,12.0,21,20,0,10,0,C21H20O10,O10
526,431.1195,431.11950357989997,-0.008303729995137918,4953255,7.0,18,24,0,12,0,C18H24O12,O12
527,431.1348,431.13475857990005,0.09607228159810817,7923884,11.0,22,24,0,9,0,C22H24O9,O9
528,431.17115,431.1711435799,0.014889911157046944,3457210,10.0,23,28,0,8,0,C23H28O8,O8
529,433.00482,433.0048685799,-0.112192502984103,11137919,14.0,18,10,0,13,0,C18H10O13,O13
530,433.04125,433.0412535799,-0.00826687984254202,39445388,13.0,19,14,0,12,0,C19H14O12,O12
531,433.07763,433.0776385799,-0.01981145927025757,28287900,12.0,20,18,0,11,0,C20H18O11,O11
532,433.11397999999997,433.1140235799,-0.10061992373901008,14926762,11.0,21,22,0,10,0,C21H22O10,O10
533,433.15035,433.1504085799,-0.13524147461176456,8887224,10.0,22,26,0,9,0,C22H26O9,O9
534,433.18675999999994,433.1867935799,-0.07751829129102758,3557318,9.0,23,30,0,8,0,C23H30O8,O8
535,435.0205,435.0205185799,-0.04271039911632325,26789520,13.0,18,12,0,13,0,C18H12O13,O13
536,435.05688,435.05690357990005,-0.05419957683551606,44443292,12.0,19,16,0,12,0,C19H16O12,O12
537,435.09328,435.09328857990005,-0.019719679157617784,27518636,11.0,20,20,0,11,0,C20H20O11,O11
538,435.12969000000004,435.1296735799,0.037736107303120464,15042234,10.0,21,24,0,10,0,C21H24O10,O10
539,435.1661,435.1660585799,0.09518228541314164,9553608,9.0,22,28,0,9,0,C22H28O9,O9
540,436.99972,436.9997835799,-0.14549183400404456,6345110,13.0,17,10,0,14,0,C17H10O14,O14
541,437.01513,437.01503857989997,0.20919211460372183,2284956,17.0,21,10,0,11,0,C21H10O11,O11
542,437.03614000000005,437.0361685799,-0.06539481626877026,42805668,12.0,18,14,0,13,0,C18H14O13,O13
543,437.05127999999996,437.05142357989996,-0.32851946533370485,3587498,16.0,22,14,0,10,0,C22H14O10,O10
544,437.07252,437.0725535799,-0.07682912074041011,36153780,11.0,19,18,0,12,0,C19H18O12,O12
545,437.10894,437.1089385799,0.003248846931898755,24996288,10.0,20,22,0,11,0,C20H22O11,O11
546,437.14535,437.1453235799,0.060437796317650276,17426894,9.0,21,26,0,10,0,C21H26O10,O10
547,437.18174000000005,437.1817085799,0.07186965844023313,6054365,8.0,22,30,0,9,0,C22H30O9,O9
548,438.99434,438.99430357989996,0.08296258006614989,2300582,17.0,20,8,0,12,0,C20H8O12,O12
549,439.01541,439.0154335799,-0.05371086803094265,15244462,12.0,17,12,0,14,0,C17H12O14,O14
550,439.03074000000004,439.03068857989996,0.11712188103439422,6743221,16.0,21,12,0,11,0,C21H12O11,O11
551,439.05183,439.0518185799,0.026010824976653617,40611004,11.0,18,16,0,13,0,C18H16O13,O13
552,439.06702,439.06707357989995,-0.12203124115856541,5297347,15.0,22,16,0,10,0,C22H16O10,O10
553,439.0882,439.0882035799,-0.008153031625586307,29117642,10.0,19,20,0,12,0,C19H20O12,O12
554,439.12460999999996,439.1245885799,0.04877909490968583,21499098,9.0,20,24,0,11,0,C20H24O11,O11
555,439.16093,439.1609735799,-0.09923445521766769,12090600,8.0,21,28,0,10,0,C21H28O10,O10
556,439.19738,439.19735857989997,0.04877101289866319,2486518,7.0,22,32,0,9,0,C22H32O9,O9
557,441.00995,441.00995357989996,-0.008117503753159158,7239619,16.0,20,10,0,12,0,C20H10O12,O12
558,441.03107,441.0310835799,-0.030791253701965,20058058,11.0,17,14,0,14,0,C17H14O14,O14
559,441.0463,441.04633857989995,-0.08747357500553557,11935697,15.0,21,14,0,11,0,C21H14O11,O11
560,441.06746,441.0674685799,-0.019452579500387153,28151770,10.0,18,18,0,13,0,C18H18O13,O13
561,441.08265,441.0827235799,-0.16681655406228443,6488031,14.0,22,18,0,10,0,C22H18O10,O10
562,441.10387000000003,441.1038535799,0.03722502063793149,22523880,9.0,19,22,0,12,0,C19H22O12,O12
563,441.11900999999995,441.1191085799,-0.22347683003788568,3490798,13.0,23,22,0,9,0,C23H22O9,O9
564,441.14024000000006,441.1402385799,0.0032191579154641947,14184438,8.0,20,26,0,11,0,C20H26O11,O11
565,441.1767,441.17662357989997,0.17321883329873236,4636677,7.0,21,30,0,10,0,C21H30O10,O10
566,442.98931,442.98921857989995,0.20637093680795152,2786004,16.0,19,8,0,13,0,C19H8O13,O13
567,443.01030999999995,443.0103485799,-0.08708577612057967,2492125,11.0,16,12,0,15,0,C16H12O15,O15
568,443.02561,443.02560357989995,0.014491487556269812,17945314,15.0,20,12,0,12,0,C20H12O12,O12
569,443.04675,443.0467335799,0.0370617787055149,16921322,10.0,17,16,0,14,0,C17H16O14,O14
570,443.06195,443.0619885799,-0.08707562592390698,18297584,14.0,21,16,0,11,0,C21H16O11,O11
571,443.08312,443.0831185799,0.0032050420665140885,15512313,9.0,18,20,0,13,0,C18H20O13,O13
572,443.09830999999997,443.09837357990006,-0.14348935558580253,8446719,13.0,22,20,0,10,0,C22H20O10,O10
573,443.11947999999995,443.11950357989997,-0.05321341043681984,11358984,8.0,19,24,0,12,0,C19H24O12,O12
574,443.1559,443.15588857989997,0.02576993853192191,5249815,7.0,20,28,0,11,0,C20H28O11,O11
575,443.17130999999995,443.1711435799,0.375521065325144,2142493,11.0,24,28,0,8,0,C24H28O8,O8
576,445.00490999999994,445.0048685799,0.09307785792366813,12154359,15.0,19,10,0,13,0,C19H10O13,O13
577,445.02610999999996,445.0259985799,0.25036761973279825,3778048,10.0,16,14,0,15,0,C16H14O15,O15
578,445.04125,445.0412535799,-0.008043973410132617,31749638,14.0,20,14,0,12,0,C20H14O12,O12
579,445.06243,445.0623835799,0.10430020991821252,9623054,9.0,17,18,0,14,0,C17H18O14,O14
580,445.07764000000003,445.0776385799,0.0031906793577451188,22304276,13.0,21,18,0,11,0,C21H18O11,O11
581,445.09880999999996,445.09876857989997,0.09305822193580975,6276637,8.0,18,22,0,13,0,C18H22O13,O13
582,445.11400000000003,445.1140235799,-0.05297496531353602,9983523,12.0,22,22,0,10,0,C22H22O10,O10
583,445.15040999999997,445.1504085799,0.003190157640644998,5492274,11.0,23,26,0,9,0,C23H26O9,O9
584,446.98413,446.9841335799,-0.008009009137611555,2612495,15.0,18,8,0,14,0,C18H8O14,O14
585,447.02052000000003,447.0205185799,0.0031768117457386964,27253022,14.0,19,12,0,13,0,C19H12O13,O13
586,447.05688,447.05690357990005,-0.052744739840900785,42203436,13.0,20,16,0,12,0,C20H16O12,O12
587,447.09327,447.09328857990005,-0.04155709894057255,21952826,12.0,21,20,0,11,0,C21H20O11,O11
588,447.12965999999994,447.1296735799,-0.03037127894706363,13031753,11.0,22,24,0,10,0,C22H24O10,O10
589,447.1661,447.1660585799,0.09262800517866894,5921112,10.0,23,28,0,9,0,C23H28O9,O9
590,449.03615999999994,449.0361685799,-0.019107369639204813,46758984,13.0,19,14,0,13,0,C19H14O13,O13
591,449.07250999999997,449.0725535799,-0.09704422965842983,40090708,12.0,20,18,0,12,0,C20H18O12,O12
592,449.10895,449.1089385799,0.02542835162638726,21019748,11.0,21,22,0,11,0,C21H22O11,O11
593,449.14532,449.1453235799,-0.007970471394051026,14507122,10.0,22,26,0,10,0,C22H26O10,O10
594,449.18165999999997,449.1817085799,-0.10815199969711194,5700737,9.0,23,30,0,9,0,C23H30O9,O9
595,451.01542,451.0154335799,-0.030109612607204652,19865444,13.0,18,12,0,14,0,C18H12O14,O14
596,451.03063,451.03068857989996,-0.12988007572051624,3555177,17.0,22,12,0,11,0,C22H12O11,O11
597,451.05181,451.0518185799,-0.01902198293889632,49168240,12.0,19,16,0,13,0,C19H16O13,O13
598,451.08819000000005,451.0882035799,-0.030104755168381257,32169856,11.0,20,20,0,12,0,C20H20O12,O12
599,451.12453,451.1245885799,-0.1298530416385378,20955024,10.0,21,24,0,11,0,C21H24O11,O11
600,451.16099,451.1609735799,0.036395213714279555,12906398,9.0,22,28,0,10,0,C22H28O10,O10
601,451.19743,451.19735857989997,0.15829015544903882,3484589,8.0,23,32,0,9,0,C23H32O9,O9
602,453.00998,453.00995357989996,0.0583212351493629,5487240,17.0,21,10,0,12,0,C21H10O12,O12
603,453.03109000000006,453.0310835799,0.014171433949958016,29221520,12.0,18,14,0,14,0,C18H14O14,O14
604,453.04629000000006,453.04633857989995,-0.10722942833810609,8643223,16.0,22,14,0,11,0,C22H14O11,O11
605,453.06747,453.0674685799,0.0031344118315579086,38453920,11.0,19,18,0,13,0,C19H18O13,O13
606,453.08280999999994,453.0827235799,0.19073801633898171,4872870,15.0,23,18,0,10,0,C23H18O10,O10
607,453.10385,453.1038535799,-0.007900837578584194,24355502,10.0,20,22,0,12,0,C20H22O12,O12
608,453.14023,453.1402385799,-0.018934314958375,18875068,9.0,21,26,0,11,0,C21H26O11,O11
609,453.17655,453.17662357989997,-0.1623647295968471,7627468,8.0,22,30,0,10,0,C22H30O10,O10
610,454.98913,454.98921857989995,-0.19468571198809476,2522536,17.0,20,8,0,13,0,C20H8O13,O13
611,455.01041,455.0103485799,0.13498616061789823,6794673,12.0,17,12,0,15,0,C17H12O15,O15
612,455.02556,455.02560357989995,-0.09577461053443675,13317559,16.0,21,12,0,12,0,C21H12O12,O12
613,455.04674000000006,455.0467335799,0.014108660945048142,26895808,11.0,18,16,0,14,0,C18H16O14,O14
614,455.06197000000003,455.0619885799,-0.04082938245472721,11838918,15.0,22,16,0,11,0,C22H16O11,O11
615,455.08312,455.0831185799,0.0031205289232487743,26977742,10.0,19,20,0,13,0,C19H20O13,O13
616,455.09828,455.09837357990006,-0.2056256526057838,4443605,14.0,23,20,0,10,0,C23H20O10,O10
617,455.11952,455.11950357989997,0.0360786560976291,18556382,9.0,20,24,0,12,0,C20H24O12,O12
618,455.13449,455.13475857990005,-0.5901107198696169,2929123,13.0,24,24,0,9,0,C24H24O9,O9
619,455.15589000000006,455.15588857989997,0.003120030140189998,9606636,8.0,21,28,0,11,0,C21H28O11,O11
620,457.00480999999996,457.0048685799,-0.12818222314328725,9578713,16.0,20,10,0,13,0,C20H10O13,O13
621,457.02599000000004,457.0259985799,-0.018773330111200685,9136353,11.0,17,14,0,15,0,C17H14O15,O15
622,457.04125999999997,457.0412535799,0.014047090747840472,22186216,15.0,21,14,0,12,0,C21H14O12,O12
623,457.06235,457.0623835799,-0.07346896440765473,18008304,10.0,18,18,0,14,0,C18H18O14,O14
624,457.07763,457.0776385799,-0.01877120925066912,14108918,14.0,22,18,0,11,0,C22H18O11,O11
625,457.09877,457.09876857989997,0.0031067684527410814,13576447,9.0,19,22,0,13,0,C19H22O13,O13
626,457.11397,457.1140235799,-0.11721342429629579,6428933,13.0,23,22,0,10,0,C23H22O10,O10
627,457.13517,457.13515357989996,0.03591957416618347,9021710,8.0,20,26,0,12,0,C20H26O12,O12
628,457.15034,457.1504085799,-0.15001605308157595,3781908,12.0,24,26,0,9,0,C24H26O9,O9
629,457.17152999999996,457.17153857989996,-0.01876735376886439,3113245,7.0,21,30,0,11,0,C21H30O11,O11
630,458.98408,458.9841335799,-0.11673584352416526,3444732,16.0,19,8,0,14,0,C19H8O14,O14
631,459.02055,459.0205185799,0.06845031701919954,23981066,15.0,20,12,0,13,0,C20H12O13,O13
632,459.04155999999995,459.04164857989997,-0.19296702226695678,6136851,10.0,17,16,0,15,0,C17H16O15,O15
633,459.05690999999996,459.0569035799,0.01398541207958588,32001050,14.0,21,16,0,12,0,C21H16O12,O12
634,459.07800999999995,459.07803357989997,-0.05136359897832734,7193634,9.0,18,20,0,14,0,C18H20O14,O14
635,459.09331,459.09328857990005,0.04665740157720545,15219752,13.0,22,20,0,11,0,C22H20O11,O11
636,459.11437,459.11441857989996,-0.1058121853452175,5798961,8.0,19,24,0,13,0,C19H24O13,O13
637,459.12965999999994,459.1296735799,-0.02957748284034926,7631927,12.0,23,24,0,10,0,C23H24O10,O10
638,459.15089000000006,459.15080357989996,0.1882172467734449,4244544,7.0,20,28,0,12,0,C20H28O12,O12
639,459.16600999999997,459.1660585799,-0.10580028532711792,4186182,11.0,24,28,0,9,0,C24H28O9,O9
640,460.99973,460.9997835799,-0.11622543416741402,8814382,15.0,19,10,0,14,0,C19H10O14,O14
641,461.03615999999994,461.0361685799,-0.01861003678053405,36228924,14.0,20,14,0,13,0,C20H14O13,O13
642,461.07255,461.0725535799,-0.007764287816339161,32837452,13.0,21,18,0,12,0,C21H18O12,O12
643,461.10894,461.1089385799,0.003079749523798827,16174939,12.0,22,22,0,11,0,C22H22O11,O11
644,461.14537,461.1453235799,0.10066262772377578,8968042,11.0,23,26,0,10,0,C23H26O10,O10
645,461.18175,461.1817085799,0.08981297236234884,4644728,10.0,24,30,0,9,0,C24H30O9,O9
646,463.01545,463.0154335799,0.03546339669324639,21099106,14.0,19,12,0,14,0,C19H12O14,O14
647,463.05182,463.0518185799,0.0030668274629954612,47698544,13.0,20,16,0,13,0,C20H16O13,O13
648,463.08819000000005,463.0882035799,-0.029324650948001903,30126720,12.0,21,20,0,12,0,C21H20O12,O12
649,463.12457,463.1245885799,-0.04011857808999051,14705294,11.0,22,24,0,11,0,C22H24O11,O11
650,463.16095,463.1609735799,-0.050910809210581914,8997533,10.0,23,28,0,10,0,C23H28O10,O10
651,463.19730999999996,463.19735857989997,-0.10487948411282164,3237547,9.0,24,32,0,9,0,C24H32O9,O9
652,465.00987000000003,465.00995357989996,-0.17973787287448678,3062156,18.0,22,10,0,12,0,C22H10O12,O12
653,465.03112000000004,465.0310835799,0.0783175605788803,36033940,13.0,19,14,0,14,0,C19H14O14,O14
654,465.04621,465.04633857989995,-0.2764883610770324,3765659,17.0,23,14,0,11,0,C23H14O11,O11
655,465.06746,465.0674685799,-0.018448721050698398,41817508,12.0,20,18,0,13,0,C20H18O13,O13
656,465.10385,465.1038535799,-0.007696990523322754,23008690,11.0,21,22,0,12,0,C21H22O12,O12
657,465.14020999999997,465.1402385799,-0.06144361986653612,16111041,10.0,22,26,0,11,0,C22H26O11,O11
658,465.17663,465.17662357989997,0.01380142443955873,7929296,9.0,23,30,0,10,0,C23H30O10,O10
659,465.21300999999994,465.21300857989996,0.0030525801105656517,2452959,8.0,24,34,0,9,0,C24H34O9,O9
660,467.01035999999993,467.0103485799,0.024453633600725215,10492089,13.0,18,12,0,15,0,C18H12O15,O15
661,467.02557,467.02560357989995,-0.07190162525794189,6848704,17.0,22,12,0,12,0,C22H12O12,O12
662,467.04672,467.0467335799,-0.029076105255830997,37935304,12.0,19,16,0,14,0,C19H16O14,O14
663,467.06199999999995,467.0619885799,0.024450929921834577,7375055,16.0,23,16,0,11,0,C23H16O11,O11
664,467.0831,467.0831185799,-0.039778573091716514,30841046,11.0,20,20,0,13,0,C20H20O13,O13
665,467.0984,467.09837357990006,0.056562175047634965,3509469,15.0,24,20,0,10,0,C24H20O10,O10
666,467.11949000000004,467.11950357989997,-0.02907157552627214,19863782,10.0,21,24,0,12,0,C21H24O12,O12
667,467.15583,467.15588857989997,-0.12539689944423077,13015284,9.0,22,28,0,11,0,C22H28O11,O11
668,469.00480999999996,469.0048685799,-0.12490254145815483,6648804,17.0,21,10,0,13,0,C21H10O13,O13
669,469.02601,469.0259985799,0.024348543669947133,14195692,12.0,18,14,0,15,0,C18H14O15,O15
670,469.04124,469.0412535799,-0.02895246394920341,15592434,16.0,22,14,0,12,0,C22H14O12,O12
671,469.06237999999996,469.0623835799,-0.0076320338946962345,28482554,11.0,19,18,0,14,0,C19H18O14,O14
672,469.07767,469.0776385799,0.06698272829682034,8891393,15.0,23,18,0,11,0,C23H18O11,O11
673,469.09875,469.09876857989997,-0.0396076502792456,22027274,10.0,20,22,0,13,0,C20H22O13,O13
674,469.11424000000005,469.1140235799,0.4613379459605119,4182032,14.0,24,22,0,10,0,C24H22O10,O10
675,469.13518,469.13515357989996,0.05631660690128953,15084569,9.0,21,26,0,12,0,C21H26O12,O12
676,469.17157000000003,469.17153857989996,0.06696932249355553,6597672,8.0,22,30,0,11,0,C22H30O11,O11
677,470.98417,470.9841335799,0.0773276579948935,2462471,17.0,20,8,0,14,0,C20H8O14,O14
678,471.00534000000005,471.0052635799,0.1622489300675597,2037520,12.0,17,12,0,16,0,C17H12O16,O16
679,471.02050999999994,471.0205185799,-0.018215554770939373,18390806,16.0,21,12,0,13,0,C21H12O13,O13
680,471.04163,471.04164857989997,-0.039444282747294786,14991135,11.0,18,16,0,15,0,C18H16O15,O15
681,471.05688,471.0569035799,-0.0500574343298155,20397860,15.0,22,16,0,12,0,C22H16O12,O12
682,471.07800000000003,471.07803357989997,-0.07128309439368195,15798061,10.0,19,20,0,14,0,C19H20O14,O14
683,471.0933,471.09328857990005,0.02424169528363579,11562804,14.0,23,20,0,11,0,C23H20O11,O11
684,471.11442,471.11441857989996,0.0030143421173384945,12115772,9.0,20,24,0,13,0,C20H24O13,O13
685,471.12964000000005,471.1296735799,-0.07127528113291551,4433731,13.0,24,24,0,10,0,C24H24O10,O10
686,471.15076,471.15080357989996,-0.09249671153043348,5846859,8.0,21,28,0,12,0,C21H28O12,O12
687,471.16603,471.1660585799,-0.060657807334580593,2495313,12.0,25,28,0,9,0,C25H28O9,O9
688,472.99976,472.9997835799,-0.049851819884763046,10449465,16.0,20,10,0,14,0,C20H10O14,O14
689,473.02088,473.02091357989997,-0.07099030725126147,2790977,11.0,17,14,0,16,0,C17H14O16,O16
690,473.03619000000003,473.0361685799,0.04528216120273488,31138376,15.0,21,14,0,13,0,C21H14O13,O13
691,473.05720999999994,473.05729857989996,-0.18724983271348228,8929872,10.0,18,18,0,15,0,C18H18O15,O15
692,473.07255,473.0725535799,-0.007567338208734557,24904278,14.0,22,18,0,12,0,C22H18O12,O12
693,473.09379,473.09368357989996,0.22494508750961859,7080543,9.0,19,22,0,14,0,C19H22O14,O14
694,473.10888,473.1089385799,-0.12381905140255736,10601061,13.0,23,22,0,11,0,C23H22O11,O11
695,473.13010999999995,473.13006857989996,0.08754484810949852,4334190,8.0,20,26,0,13,0,C20H26O13,O13
696,473.14534000000003,473.1453235799,0.034704136836322404,6234740,12.0,24,26,0,10,0,C24H26O10,O10
697,475.01543,475.0154335799,-0.007536386730067467,21906792,15.0,20,12,0,14,0,C20H12O14,O14
698,475.05183,475.0518185799,0.02403969327578205,43361656,14.0,21,16,0,13,0,C21H16O13,O13
699,475.08824000000004,475.0882035799,0.07665965979558584,23512454,13.0,22,20,0,12,0,C22H20O12,O12
700,475.12453,475.1245885799,-0.12329376629427552,12252565,12.0,23,24,0,11,0,C23H24O11,O11
701,475.16101,475.1609735799,0.07664791939475976,7306660,11.0,24,28,0,10,0,C24H28O10,O10
702,475.19732,475.19735857989997,-0.08118710948642378,3981746,10.0,25,32,0,9,0,C25H32O9,O9
703,476.99473,476.9946985799,0.06587096273534042,5611657,15.0,19,10,0,15,0,C19H10O15,O15
704,477.03108,477.0310835799,-0.007504542436403287,35481752,14.0,20,14,0,14,0,C20H14O14,O14
705,477.06746,477.0674685799,-0.017984667919456014,39250084,13.0,21,18,0,13,0,C21H18O13,O13
706,477.10388,477.1038535799,0.055375993778911656,21260468,12.0,22,22,0,12,0,C22H22O12,O12
707,477.14025999999996,477.1402385799,0.04489267148641198,13592771,11.0,23,26,0,11,0,C23H26O11,O11
708,477.17662,477.17662357989997,-0.0075022534140672436,6473938,10.0,24,30,0,10,0,C24H30O10,O10
709,479.01030999999995,479.0103485799,-0.08054084875181758,12774325,14.0,19,12,0,15,0,C19H12O15,O15
710,479.0256,479.02560357989995,-0.007473295637251399,4733884,18.0,23,12,0,12,0,C23H12O12,O12
711,479.04672999999997,479.0467335799,-0.007472966120562667,44870596,13.0,20,16,0,14,0,C20H16O14,O14
712,479.06199000000004,479.0619885799,0.0029643346119371337,3819466,17.0,24,16,0,11,0,C24H16O11,O11
713,479.08314,479.0831185799,0.04471061327281296,34008020,12.0,21,20,0,13,0,C21H20O13,O13
714,479.11947999999995,479.11950357989997,-0.04921507022855895,17828834,11.0,22,24,0,12,0,C22H24O12,O12
715,479.15592000000004,479.15588857989997,0.06557385773777379,12708848,10.0,23,28,0,11,0,C23H28O11,O11
716,479.19226,479.19227357989996,-0.02833914637961485,6061055,9.0,24,32,0,10,0,C24H32O10,O10
717,481.00482,481.0048685799,-0.10099669085202186,3838680,18.0,22,10,0,13,0,C22H10O13,O13
718,481.02597000000003,481.0259985799,-0.05941445999065403,21917408,13.0,19,14,0,15,0,C19H14O15,O15
719,481.04122,481.0412535799,-0.06980669483419252,8564454,17.0,23,14,0,12,0,C23H14O12,O12
720,481.06239000000005,481.0623835799,0.01334567053539771,36368112,12.0,20,18,0,14,0,C20H18O14,O14
721,481.07764000000003,481.0776385799,0.002951914452317599,5424885,16.0,24,18,0,11,0,C24H18O11,O11
722,481.09879000000006,481.09876857989997,0.04452329021840993,23924478,11.0,21,22,0,13,0,C21H22O13,O13
723,481.11407,481.1140235799,0.0964846122935231,2524931,15.0,25,22,0,10,0,C25H22O10,O10
724,481.13513,481.13515357989996,-0.04900889029676325,14548748,10.0,22,26,0,12,0,C22H26O12,O12
725,481.17150999999996,481.17153857989996,-0.05939648901155344,7843611,9.0,23,30,0,11,0,C23H30O11,O11
726,482.98414,482.9841335799,0.01329256920677906,2305521,18.0,21,8,0,14,0,C21H8O14,O14
727,483.00525,483.0052635799,-0.028115428565541518,3828218,13.0,18,12,0,16,0,C18H12O16,O16
728,483.02050999999994,483.0205185799,-0.017763013628600482,11264512,17.0,22,12,0,13,0,C22H12O13,O13
729,483.04162,483.04164857989997,-0.059166533633512285,21819912,12.0,19,16,0,15,0,C19H16O15,O15
730,483.05689,483.0569035799,-0.028112422955394213,14443022,16.0,23,16,0,12,0,C23H16O12,O12
731,483.07802000000004,483.07803357989997,-0.028111193190637446,22974998,11.0,20,20,0,14,0,C20H20O14,O14
732,483.09326,483.09328857990005,-0.059160209293716584,5949981,15.0,24,20,0,11,0,C24H20O11,O11
733,483.11445,483.11441857989996,0.06503656029863475,16159269,10.0,21,24,0,13,0,C21H24O13,O13
734,483.12995,483.1296735799,0.5721447369887316,2489900,14.0,25,24,0,10,0,C25H24O10,O10
735,483.15084,483.15080357989996,0.07538039839627064,10871348,9.0,22,28,0,12,0,C22H28O12,O12
736,483.18717999999996,483.18718857989995,-0.017756886358683416,3850818,8.0,23,32,0,11,0,C23H32O11,O11
737,484.99976,484.9997835799,-0.04861837224443311,7992599,17.0,21,10,0,14,0,C21H10O14,O14
738,485.02104,485.02091357989997,0.2606487607439032,6100255,12.0,18,14,0,16,0,C18H14O16,O16
739,485.03619000000003,485.0361685799,0.04416186137844805,22443300,16.0,22,14,0,13,0,C22H14O13,O13
740,485.05735,485.05729857989996,0.10600830081724819,17298734,11.0,19,18,0,15,0,C19H18O15,O15
741,485.07252,485.0725535799,-0.06922655125194235,16438579,15.0,23,18,0,12,0,C23H18O12,O12
742,485.09368,485.09368357989996,-0.007379811517945147,12588348,10.0,20,22,0,14,0,C20H22O14,O14
743,485.10884000000004,485.1089385799,-0.2032118810868922,7284034,14.0,24,22,0,11,0,C24H22O11,O11
744,485.14533,485.1453235799,0.013233354439063656,2982225,13.0,25,26,0,10,0,C25H26O10,O10
745,485.16639000000004,485.16645357989995,-0.131047601181882,4640089,8.0,22,30,0,12,0,C22H30O12,O12
746,486.97899,486.97904857990005,-0.12029244422877063,2208810,17.0,20,8,0,15,0,C20H8O15,O15
747,487.01549000000006,487.0154335799,0.11584869015536677,19060792,16.0,21,12,0,14,0,C21H12O14,O14
748,487.0366,487.03656357989996,0.07477898536329566,5703745,11.0,18,16,0,16,0,C18H16O16,O16
749,487.05184,487.0518185799,0.04397909878011301,31258696,15.0,22,16,0,13,0,C22H16O13,O13
750,487.07293,487.07294857989996,-0.03814603136246557,8439888,10.0,19,20,0,15,0,C19H20O15,O15
751,487.0882,487.0882035799,-0.007349592915406277,15956054,14.0,23,20,0,12,0,C23H20O12,O12
752,487.10939,487.10933357989995,0.11582635801911792,5271646,9.0,20,24,0,14,0,C20H24O14,O14
753,487.14579000000003,487.1457185799,0.14660931483911624,3629165,8.0,21,28,0,13,0,C21H28O13,O13
754,487.16090999999994,487.1609735799,-0.13051107021573805,4841587,12.0,25,28,0,10,0,C25H28O10,O10
755,488.99467000000004,488.9946985799,-0.05844623679988632,5301066,16.0,20,10,0,15,0,C20H10O15,O15
756,489.03109000000006,489.0310835799,0.013128204512549188,32439128,15.0,21,14,0,14,0,C21H14O14,O14
757,489.05235999999996,489.05221357989996,0.2993956390406151,2698080,10.0,18,18,0,16,0,C18H18O16,O16
758,489.06745,489.0674685799,-0.03799046382350415,34831208,14.0,22,18,0,13,0,C22H18O13,O13
759,489.10384000000005,489.1038535799,-0.027764859811924177,16931700,13.0,23,22,0,12,0,C23H22O12,O12
760,489.14020999999997,489.1402385799,-0.05842884667781186,9350019,12.0,24,26,0,11,0,C24H26O11,O11
761,489.17663,489.17662357989997,0.013124298488352462,5489554,11.0,25,30,0,10,0,C25H30O10,O10
762,489.21272,489.21300857989996,-0.5898859901752636,2033568,10.0,26,34,0,9,0,C26H34O9,O9
763,491.04670999999996,491.0467335799,-0.04801966575493024,42270324,14.0,21,16,0,14,0,C21H16O14,O14
764,491.0831,491.0831185799,-0.03783453201581488,29990530,13.0,22,20,0,13,0,C22H20O13,O13
765,491.11949000000004,491.11950357989997,-0.027650907425036734,14970512,12.0,23,24,0,12,0,C23H24O12,O12
766,491.15590999999995,491.15588857989997,0.04361161187632003,8695454,11.0,24,28,0,11,0,C24H28O11,O11
767,492.98972000000003,492.9896135799,0.21586681974970381,2366830,15.0,19,10,0,16,0,C19H10O16,O16
768,493.00455,493.0048685799,-0.646200312237052,2320244,19.0,23,10,0,13,0,C23H10O13,O13
769,493.02599000000004,493.0259985799,-0.017402530425281695,25436540,14.0,20,14,0,15,0,C20H14O15,O15
770,493.04132000000004,493.0412535799,0.13471509647147228,4618626,18.0,24,14,0,12,0,C24H14O12,O12
771,493.06239000000005,493.0623835799,0.013020867727967926,38961548,13.0,21,18,0,14,0,C21H18O14,O14
772,493.09875999999997,493.09876857989997,-0.017399962328631856,23536024,12.0,22,22,0,13,0,C22H22O13,O13
773,493.13515,493.13515357989996,-0.007259470202797766,15352231,11.0,23,26,0,12,0,C23H26O12,O12
774,493.17149000000006,493.17153857989996,-0.09850507601570396,8188341,10.0,24,30,0,11,0,C24H30O11,O11
775,493.20789,493.20792357989995,-0.06808467246578233,3049924,9.0,25,34,0,10,0,C25H34O10,O10
776,495.00530999999995,495.0052635799,0.0937769825749487,6102145,14.0,19,12,0,16,0,C19H12O16,O16
777,495.04166,495.04164857989997,0.023068968119194615,29164688,13.0,20,16,0,15,0,C20H16O15,O15
778,495.05697999999995,495.0569035799,0.15436629487585157,6577302,17.0,24,16,0,12,0,C24H16O12,O12
779,495.07802000000004,495.07803357989997,-0.027429817133920908,29410462,12.0,21,20,0,14,0,C21H20O14,O14
780,495.09348,495.09328857990005,0.38663440682314715,4404388,16.0,25,20,0,11,0,C25H20O11,O11
781,495.11447000000004,495.11441857989996,0.10385498411819169,18007212,11.0,22,24,0,13,0,C22H24O13,O13
782,495.15083,495.15080357989996,0.053357683834339246,11519162,10.0,23,28,0,12,0,C23H28O12,O12
