m/z	I
473.13721	2022512
473.14534	6234740
473.14878	4242037
473.28257	1999019
474.00276	2442703
474.03149	2737115
474.03953	7173086
474.06769	4071401
474.07593	5833709
474.10417	2123256
474.11225	3475451
474.97939	2092378
475.00982	2791783
475.01543	21906792
475.04618	5150069
475.05183	43361656
475.05566	3822969
475.08288	3253636
475.08824	23512454
475.09175	3120520
475.10904	2335631
475.11882	2194323
475.12453	12252565
475.12804	4504982
475.16101	7306660
475.16432	2477477
475.19732	3981746
476.01876	5236479
476.0471	4507402
476.05513	9414413
476.0834	3382041
476.09166	5543708
476.12794	3574571
476.16426	2080569
476.99473	5611657
477.01352	2432144
477.02542	4326549
477.03108	35481752
477.04637	2208926
477.06196	5662884
477.06746	39250084
477.09851	3372211
477.10388	21260468
477.10746	2832566
477.13468	2105537
477.14026	13592771
477.14383	2522309
477.17662	6473938
477.21327	2624737
478.03437	7531052
478.06271	3369528
478.0708	9849403
478.09914	3053126
478.10715	5440074
478.14347	4046424
478.18001	2127975
478.99276	2279342
479.00494	2299827
479.01031	12774325
479.0256	4733884
479.02895	3889085
479.04117	5987266
479.04673	44870596
479.06199	3819466
479.0777	5174225
479.08314	34008020
479.11392	2885599
479.11948	17828834
479.15592	12708848
479.19226	6061055
480.01366	2638153
480.04179	2412885
480.05006	9661784
480.07851	3074403
480.08648	7775591
480.12293	5242229
480.15887	2518404
481.00482	3838680
481.00834	4089561
481.01809	2325725
481.02034	3821278
481.02597	21917408
481.04122	8564454
481.04473	4775656
481.05667	4906732
481.06239	36368112
481.07764	5424885
481.08093	3021558
481.09324	3349243
481.09879	23924478
481.11407	2524931
481.11753	2188037
481.13513	14548748
481.17151	7843611
481.20796	2771753
482.02935	4395123
482.06579	9379969
482.09394	2224781
482.10211	5054608
482.13855	3375262
482.98414	2305521
483.00525	3828218
483.02051	11264512
483.02387	4762113
483.03368	2081285
483.03578	3633670
483.04162	21819912
483.05097	2649612
483.05689	14443022
483.06043	3705360
483.07237	3908116
483.07802	22974998
483.09326	5949981
483.0967	3182110
483.1087	2159651
483.11445	16159269
483.12995	2489900
483.13293	3203629
483.15084	10871348
483.18718	3850818
484.02405	2126737
484.04498	5247898
484.05232	2518940
484.06	3717023
484.08141	5647272
484.09633	2390446
484.11766	3879862
484.15426	2010565
484.99976	7992599
485.00333	3890456
485.02104	6100255
485.03044	2549027
485.03619	22443300
485.03982	4869415
485.05735	17298734
485.0668	2479409
485.07252	16438579
485.07611	2999605
485.09368	12588348
485.10884	7284034
485.11255	3902788
485.13012	8338763
485.14533	2982225
485.14857	3053906
485.16639	4640089
485.27677	2801029
485.28262	16692615
486.03128	2732722
486.03951	6028981
486.06078	3172029
486.06789	3769024
486.07591	3885763
486.09706	2926284
486.13357	2675418
486.28591	4917015
486.97899	2208810
487.00963	2315319
487.01549	19060792
487.01913	3646522
487.0366	5703745
487.04611	4343877
487.05184	31258696
487.05547	4796489
487.07293	8439888
487.0882	15956054
487.09185	3731543
487.10939	5271646
487.12447	8501348
487.12795	3790950
487.14579	3629165
487.16091	4841587
488.01861	4084167
488.04702	4187602
488.05528	7016918
488.08364	2548193
488.09157	3586532
488.12791	2277874
488.99467	5301066
489.01312	2781009
489.02529	4086614
489.03109	32439128
489.0349	3294041
489.05236	2698080
489.06163	5030756
489.06745	34831208
489.07133	3005288
489.10384	16931700
489.10748	3556214
489.14021	9350019
489.17663	5489554
489.18013	2171795
489.21272	2033568
490.02631	2269409
490.03442	7318756
490.06268	3622127
490.0708	8285427
490.09928	3074302
490.10717	3383553
491.00424	2752098
491.01034	16490085
491.02899	2850412
491.04076	5887601
491.04671	42270324
491.07714	4275839
491.0831	29990530
491.08691	2678403
491.11949	14970512
491.12318	2880145
491.15591	8695454
491.15955	2158240
491.1924	4109997
492.01389	2649071
492.04197	2709499
492.05006	8290302
492.07833	3267593
492.08658	6748172
492.12281	3398682
492.15911	2843688
492.98972	2366830
493.00455	2320244
493.00837	2307445
493.01991	4049274
493.02599	25436540
493.04132	4618626
493.04439	2451331
493.0564	6384008
493.06239	38961548
493.07796	2029969
493.08127	2068882
493.09312	2815383
493.09876	23536024
493.12929	2591141
493.13515	15352231
493.17149	8188341
493.20789	3049924
493.57372	2060371
494.02926	6245125
494.05753	2575120
494.0595	2199312
494.06577	9143059
494.09423	2507550
494.10225	5708577
494.13852	3601199
494.17463	2116413
494.98745	2062458
495.00531	6102145
495.02055	6857863
495.02395	4392073
495.03561	4555917
495.04166	29164688
495.05087	2273427
495.05698	6577302
495.06035	3256471
495.07173	3805339
495.07802	29410462
495.09348	4404388
495.09653	2574501
495.10824	2503849
495.11447	18007212
495.14501	2425016
495.15083	11519162
495.18724	6212808
496.04501	6051350
496.0732	2109984
496.08143	6772260
496.11771	4734514
496.15414	3226176
496.1908	2062926
496.99987	4657032
497.00336	3309449
497.0209	8603536
497.03615	13338518
497.03964	4063127
497.05124	4089756
497.05729	24725406
497.07252	10061732
497.07614	3158949
497.08739	3343274
497.09366	19081132
497.10908	3975090
497.11237	3448755
497.12382	2233272
497.13009	12654522
497.14553	2167744
497.14879	3505089
497.16637	8280008
497.20296	3200982
498.03963	3174682
498.06061	5685538
498.09697	4392240
498.1333	2281278
498.97925	1995395
499.00933	2396815
499.01547	15317649
499.01889	4203155
499.03652	10230426
499.04568	3435165
499.05182	20875936
499.05562	4035233
499.07294	13879975
499.08219	2651819
499.08816	12573357
499.09169	4079279
499.10935	10386102
499.12454	5888700
499.12808	3529405
499.14573	6924996
499.16069	2427593
499.16433	3141323
499.18223	3385042
500.01881	3779603
500.04706	3354654
500.05518	4871201
500.07614	3026985
500.08347	2222636
500.09144	3189807
500.11246	2647095
500.9947	7974280
501.02498	3431828
501.03111	27176342
501.03501	3568024
501.05222	7980446
501.06112	3466658
501.06749	26619300
501.0714	3144102
501.08867	6641068
501.10381	11423154
501.10752	3405235
501.12491	4144570
501.1403	6141376
501.14378	3037633
501.17656	3621326
502.02641	2188050
502.03452	6545173
502.06283	4359968
502.07096	6879011
502.09935	2247469
502.10716	3883824
503.00426	2649221
503.01038	15335559
503.04043	5613715
503.04674	37097620
503.05059	3399831
503.06818	3724445
503.07689	2530465
503.08311	24580258
503.11942	11526321
503.12306	2523314
503.15591	5925055
503.1596	2561216
503.19221	3798220
503.1956	2249934
503.22855	2364122
504.0137	4026883
504.04196	3441166
504.05014	8139281
504.07858	3534364
504.08651	5923359
504.12284	2662956
504.98965	2862963
505.00843	2183034
505.01958	3798910
505.026	26661760
505.0299	2390914
505.04423	2536328
505.05602	5809036
505.06237	38769552
505.09239	2880410
505.09878	21509020
505.10261	2788254
505.13521	11895722
505.17151	7150520
505.20799	2899909
506.02936	5283066
506.05744	2792196
506.06578	8881415
506.094	2677010
506.10216	5088533
506.13847	3221795
506.17532	2857264
506.99762	2424420
507.00536	7665255
507.02042	2929260
507.02381	2925678
507.03518	4777586
507.04169	33461876
507.05683	3752570
507.0601	2735739
507.07189	4830848
507.07808	30209666
507.09304	2351751
507.09652	2682505
507.10811	2740877
507.11447	16561807
507.11853	2057873
507.15074	11028125
507.18725	5852843
508.04489	6354922
508.07322	2916340
508.08142	6918136
508.11792	4429829
508.15413	2836498
508.19065	2162720
508.99965	3384652
509.0031	2730317
509.01303	2297681
509.02096	12851540
509.03612	8694105
509.03974	3531099
509.05069	4055391
509.05735	29292898
509.07248	7852391
509.07603	2657128
509.08714	2959724
509.09374	21625198
509.10894	2697588
509.13011	12945788
509.16647	8857993
509.20269	3102103
510.02442	2662086
510.03902	2568908
510.05311	2105041
510.0607	8559315
510.07598	2240729
510.08901	2426590
510.09707	4496097
510.13344	3791598
511.0003	2087981
511.00897	2189872
511.01551	9538610
511.01905	4248628
511.02892	2220343
511.03659	15547450
511.05177	13077568
511.05543	3095617
511.06621	3235909
511.07299	21462088
511.08182	2439243
511.08824	6519885
511.09176	2670158
511.1093	13282389
511.12455	3786842
511.12798	2732124
511.14567	9522274
511.18201	5307503
512.01864	2687393
512.04005	2910633
512.04749	2656684
512.05531	3397039
512.0763	3960246
512.08355	2392505
512.11263	3076548
512.14953	2239953
512.99452	5367557
513.01587	3860236
513.02452	2121487
513.03106	20586258
513.03479	3225363
513.04582	2318103
513.05222	13754137
513.06092	2777885
513.06752	17112862
513.07116	3673888
513.08864	11886375
513.10391	8273708
513.10733	3668781
513.12497	7810868
513.14028	3811129
513.14364	3664699
513.16135	5097281
513.17661	2680647
513.19785	2351950
514.02637	2392698
514.03453	4718717
514.05552	2766981
514.06258	3839111
514.07084	4640906
514.09194	2280594
514.10707	2286231
515.00391	2418139
515.01037	14827997
515.01411	2870750
515.03153	3809764
515.03998	4154856
515.04672	27116010
515.06793	8036850
515.07676	2790901
515.08315	17023478
515.08683	3350008
515.10428	5816831
515.11946	7889412
515.12297	2533893
515.14067	3336716
515.15581	5116433
515.15937	2563602
515.19228	2914846
516.01385	3540805
516.04211	2981711
516.05012	6789970
516.07103	2214233
516.07842	3586908
516.0865	4758367
516.11524	2157417
516.12274	2626412
516.98972	4213921
517.01929	2915499
517.02604	23585966
517.03006	2210991
517.05577	4226232
517.06241	31761594
517.08366	3079362
517.09162	2159813
517.09877	16032967
517.12886	2431186
517.13209	2411731
517.13523	7861460
517.13871	2648278
517.17147	4580577
518.0294	5744145
518.03179	2032146
518.05766	3495451
518.06577	5985822
518.09424	2506280
518.10188	4142635
518.13847	2031672
518.99779	2345831
519.00526	8157034
519.02068	2141039
519.02419	2053488
519.035	4077428
519.04168	31762294
519.07147	3630977
519.07803	29149058
519.09499	2333577
519.10758	2162573
519.11442	13748112
519.15088	8365981
519.18718	5022634
519.19054	2052523
520.03701	2077907
520.04501	7262422
520.07334	3815648
520.08141	6856931
520.11775	3891440
520.15397	2206972
521.01372	2446376
521.0209	14682666
521.03601	4586032
521.0395	2638897
521.05037	5052981
521.05729	32320054
521.07207	2390588
521.07604	3012157
521.08701	2898497
521.09374	18876996
521.12328	2170446
521.13008	11106896
521.1664	7582301
521.20293	4471402
522.02437	2857862
522.05283	2605968
522.0607	8702866
522.08922	2042268
522.09694	5363615
522.1335	3046316
522.16967	2444216
522.99995	3246294
523.01551	5407963
523.01895	2813148
523.02977	3027168
523.03659	18369762
523.04531	2046181
523.05181	6517992
523.05545	3200233
523.06621	3682541
523.073	23743726
523.08839	4279540
523.09181	2576629
523.10234	2204921
523.10943	15715579
523.14569	9161992
523.18222	6178069
523.21848	2502945
524.03992	4206138
524.07627	5140038
524.11267	4120146
524.1489	2219615
524.99456	3471230
525.01599	5023622
525.03106	11296650
525.03472	3184524
525.04503	2206607
525.05221	17534866
525.06073	2164629
525.06747	10551191
525.08169	2538396
525.08859	16281502
525.10395	5392291
525.10738	2447268
525.125	9641898
525.14341	2542001
525.16144	6657975
525.19769	3676099
526.03422	3326173
526.05577	3483877
526.0626	2575591
526.07075	2455786
526.08421	2011374
526.09196	3989745
527.01035	9331237
527.01407	3105318
527.03157	7057964
527.03989	3632687
527.04677	18149936
527.05027	3445298
527.06099	2605622
527.06793	11690552
527.07636	2504251
527.08311	11104829
527.08666	2339390
527.10428	8745540
527.11952	5485129
527.12307	2227787
527.14066	4801104
527.15597	2810454
527.15936	2408023
527.17706	3642973
528.01387	2391923
528.04223	2902909
528.05022	5012351
528.08275	2368394
528.08645	3168139
528.98966	3175606
529.01902	3579072
529.02601	18134210
529.04734	4594889
529.05542	3615948
529.06242	23041230
529.08367	6575317
529.09204	2208984
529.09877	12211418
529.1024	3000539
529.11999	4308193
529.13529	5995750
529.1563	2930925
529.1716	3188978
529.17514	2418931
530.0294	5053964
530.05769	3674645
530.06568	5588503
530.09433	2185761
530.10215	3540515
530.13831	2214447
531.00525	8869705
531.03466	3062611
531.04168	27744086
531.04554	2874199
531.06287	2926428
531.07089	3581791
531.07809	20510562
531.09917	2039656
531.11442	10549101
531.11804	2944878
531.15077	6242169
531.15431	2267002
531.1872	3424132
532.03741	2024855
532.04502	6441114
532.0735	3271843
532.08153	5431462
532.11775	2430129
533.02098	17095122
533.03588	3089880
533.05018	3830236
533.05735	28768734
533.07241	2201059
533.08663	2626024
533.09373	18569706
533.13005	10340854
533.16644	5734914
533.20284	3021325
534.02444	3523347
534.05263	2663196
534.06064	6875934
534.08912	3604263
534.09729	4365098
534.1332	2451253
535.00011	3503175
535.01521	2294348
535.0189	2297933
535.02956	3100752
535.03659	21306450
535.05164	4281431
535.05579	2071640
535.06588	3578971
535.073	26197086
535.08793	2717794
535.10937	13286505
535.1458	7974005
535.18222	5598336
535.21841	2753675
536.04005	4713869
536.06854	2229653
536.07626	6501784
536.11245	3525027
536.14913	2429359
536.99838	2079670
537.00827	2202297
537.01591	6971068
537.03102	6915776
537.03441	3250881
537.04527	2646213
537.05224	22314694
537.06751	5746380
537.07094	3107533
537.08155	3350224
537.08862	18030290
537.10396	2322135
537.10756	2362072
537.1177	2598619
537.12499	11140829
537.16146	7454441
537.19775	3047156
538.03403	2058229
538.05568	5609468
538.07051	2373632
538.0841	2040836
538.09201	5283847
538.12853	3255314
539.01045	6281503
539.01404	2413856
539.02419	2022691
539.03151	8528165
539.03372	2222374
539.04678	10776874
539.05027	3094827
539.06056	2816302
539.06794	17572144
539.08311	7878965
539.08677	2019638
539.09675	2068793
539.10432	10301756
539.11917	3346752
539.14067	6930759
539.17708	4036946
539.21361	2146653
540.04201	2183255
540.05012	3672665
540.07114	3051104
540.07866	2139234
540.10768	2407019
540.18061	2200193
540.98974	3097459
541.01835	2067323
541.02602	13554558
541.02982	3449727
541.04726	8598404
541.06248	15422345
541.0664	2947978
541.08357	9864079
541.09875	7730068
541.12006	4705178
541.13506	3153822
541.15627	4225957
541.19251	2322351
542.02928	3484840
542.0577	2819248
542.06573	4261042
542.0869	2365625
542.12327	2012355
543.00533	8058311
543.02654	2429389
543.03438	2664911
543.04167	21120464
543.06293	5010903
543.07094	3103194
543.07804	16483804
543.09914	4363746
543.11455	7706086
543.13566	3047917
543.15077	3999217
543.15426	2215410
543.1721	2454007
543.1874	2388988
544.00865	2129642
544.03722	2958067
544.04518	4572917
544.07347	2694909
544.08121	3714815
544.1177	2608906
545.0135	2403340
545.02097	16394254
545.03989	2232339
545.05005	3346454
545.05736	23693336
545.06131	2339354
545.0785	3287070
545.08659	2566177
545.0938	15239203
545.13027	7276589
545.16655	4409400
545.20297	2821186
546.0243	3234092
546.06081	5712182
546.08928	2653502
546.09717	3256641
547.00034	4729407
547.02934	2745927
547.0366	21686858
547.0653	3503697
547.07299	22760020
547.10147	2158172
547.10941	11700830
547.14574	6406760
547.18234	4309618
547.21848	3337852
548.03996	4975457
548.06831	2133353
548.07645	5262188
548.11251	3128181
548.99847	2221674
549.01588	8096879
549.03123	3605619
549.03478	2471028
549.04504	2739318
549.05228	21400696
549.06733	2771069
549.08106	2749568
549.08868	18369666
549.12507	8899724
549.16149	6493335
549.1978	3593376
550.01922	2070400
550.05567	5778826
550.08402	2263954
550.09192	4504980
550.12831	2625950
551.01049	3915403
551.0139	3148428
551.03152	11345553
551.04668	6481557
551.05026	3150486
551.06793	18247322
551.08306	4126367
551.09638	2161314
551.10427	11742884
551.11911	2051752
551.14074	7290542
551.17709	6284984
551.2132	2235074
552.03497	3284892
552.07137	4151206
552.10746	2591663
552.98959	2454679
553.01105	2412701
553.02607	8568993
553.02972	3157154
553.04723	11591846
553.0624	8061099
553.07591	2023598
553.08359	12669104
553.09891	4647092
553.11996	8044730
553.1563	4323523
553.19285	3165389
553.22958	2250966
554.05065	2233771
554.05784	2324909
554.06597	2914735
554.08688	3578293
554.12373	2058686
555.00522	5753505
555.02651	3705510
555.04166	12755626
555.04568	2956971
555.06288	8454831
555.07049	2145969
555.0781	10191539
555.08202	2390708
555.09925	6529721
555.11444	5079741
555.13578	4612802
555.15087	2592454
555.17189	3775179
556.04491	3354536
556.06611	2125742
556.07348	2677680
556.08141	2737074
556.10271	2417591
556.13922	2228160
557.0139	2276507
557.02099	12518557
557.04234	3214498
557.05734	18355366
557.07869	4299948
557.08615	2162861
557.0938	10548399
557.11482	3568821
557.13005	5606584
557.15105	2667710
557.16648	2465985
558.02456	3013014
558.06068	4445599
558.09732	3526056
558.13332	2123185
559.00013	5377669
559.02893	2463372
559.03664	17143438
559.06511	2375317
559.07303	19093142
559.09449	2512540
559.10941	9369247
559.14577	4576936
559.18202	2721457
560.04009	4398977
560.07648	5556105
560.11278	3047314
561.0159	8534122
561.0443	3161201
561.05229	18937970
561.06726	2243190
561.08076	2356345
561.08865	15218811
561.12501	9058436
561.1613	5447821
561.19786	2505877
562.01935	2173783
562.05559	5017952
562.09197	4327784
563.01368	2299456
563.03157	12302916
563.04673	2846279
563.05038	2289224
563.06785	20159052
563.08288	2501200
563.08659	2698832
563.09673	2050643
563.10431	13027925
563.14056	6740573
563.17707	4754022
563.21354	2425454
564.03499	3769131
564.06339	2128690
564.07125	5421876
564.10771	3851068
565.01085	2537482
565.02594	4602894
565.02984	2306063
565.04724	15072274
565.06224	5000214
565.06606	2101271
565.07545	2501657
565.08359	15727643
565.09867	2319390
565.11994	7846947
565.15637	4119595
565.19276	3037236
565.22902	2550844
566.05039	3163381
566.06549	2231544
566.08721	3617021
566.12341	2996485
567.00528	5266890
567.02669	4619727
567.0418	8224210
567.04539	2657747
567.06283	11611607
567.07815	6284762
567.09929	9276895
567.11433	3183074
567.13559	5688807
567.17216	4566511
567.20824	2771447
568.04538	2267823
568.06377	2114228
568.06625	2506420
568.10209	2703036
569.02094	8277892
569.02475	2664325
569.04225	5322633
569.05732	12533644
569.07858	6684561
569.09358	6381460
569.11492	4808601
569.12999	3240860
569.1513	3745697
569.1878	3261353
570.02437	2075741
570.06072	3534949
570.08197	2263145
571.00031	5056813
571.03667	16040245
571.04043	2994486
571.05801	3316025
571.06501	2195771
571.073	14999869
571.0941	4720961
571.10935	7156036
571.13078	2425161
571.14539	4028748
571.18573	2053460
572.04001	4131337
572.07643	3588624
572.11269	2187800
573.01591	9421524
573.05232	18277084
573.08868	14648035
573.12513	7119595
573.16136	3855091
573.19794	2470650
574.01916	2523044
574.05564	4211627
574.09192	3736499
574.99525	2599531
575.01396	2064495
575.03157	11924595
575.068	18859130
575.10428	10552449
575.14081	6356105
575.17733	2995344
575.2135	2273432
576.03474	3456318
576.07126	4914501
576.10783	4003148
576.14438	2296148
577.01073	4398593
577.02593	2542084
577.02967	2387461
577.04723	15681032
577.06212	2167307
577.07543	2273806
577.08355	16016911
577.12001	9729559
577.15655	5842462
577.19289	3601957
578.05063	4271823
578.0871	4185814
578.12343	2362077
579.00526	2760586
579.0265	5377934
579.04161	5615505
579.04559	2588562
579.06283	14362517
579.07809	3703704
579.0992	11765660
579.13564	6182820
579.17196	4683691
579.20841	2796466
580.06613	3811416
580.10287	3650655
581.02102	5665040
581.04222	7444756
581.05727	8603926
581.07855	11077914
581.09353	3641630
581.11495	6840610
581.15126	5239081
581.18741	3115311
582.08206	3267034
582.118	2485216
583.00021	3459719
583.0366	10406541
583.0578	6224530
583.07302	9443988
583.09425	6687384
583.1095	5003931
583.13051	4936351
583.14567	2328226
583.16706	3478182
584.03996	4221769
584.07615	2646864
585.01595	7654398
585.03762	2173954
585.05231	14126084
585.0562	2247685
585.07353	4496392
585.08869	10226699
585.11022	2316303
585.125	4277266
585.14597	3018773
586.05557	4035772
586.08394	2737345
586.09182	3092675
586.99503	2753895
587.03156	12668269
587.06794	17558900
587.1043	9973115
587.14055	4543873
587.177	2059656
588.03468	3847714
588.07141	4124201
588.09888	2284078
589.01082	5961425
589.04715	14257879
589.08364	14020317
589.11999	6919908
589.15634	5535467
589.1922	3271409
590.05077	4292489
590.08688	3894159
591.0266	7630900
591.042	3593271
591.0629	16420923
591.07749	2554429
591.09924	12095553
591.13561	5859399
591.17205	3545166
591.208	2659412
592.02963	2107619
592.06612	4935914
592.10273	2817264
593.02112	4222351
593.04228	8892818
593.0572	4923797
593.07846	13361560
593.09367	2513307
593.11489	8278431
593.15141	4995493
593.18761	3825067
594.04552	2359870
594.08195	3822149
594.99998	2859745
595.02167	2422501
595.03676	6439655
595.05791	9044715
595.07286	6374125
595.09417	8733425
595.10939	3910388
595.13051	4942583
595.16692	3483389
595.20321	2315012
596.04026	2397073
596.06129	2750357
597.01583	6286389
597.03723	3220536
597.05236	10036283
597.0737	5092415
597.08866	6761537
597.10996	4463685
597.12491	3238983
597.14623	2998347
597.16147	2128973
597.18263	2080849
598.05552	2885858
598.07663	2145510
598.99514	2576766
599.03153	9901444
599.06792	12572042
599.08911	3861902
599.1043	7200144
599.1255	2739604
599.14052	3305878
600.03483	2556457
600.07123	3034671
600.09932	2302004
600.10837	2424373
601.01067	4345545
601.0472	13092559
601.06848	2293459
601.08362	11880149
601.10532	2514649
601.11995	7063259
601.15622	3697377
602.05058	4048754
602.08707	3806072
603.02646	8075281
603.06288	14686230
603.09927	10106908
603.13563	6635554
603.17181	3338280
603.20844	2848814
604.05739	2162359
604.06631	3913912
604.10247	3166398
604.13873	2373828
605.00592	2454863
605.021	2727249
605.04224	9431380
605.05729	2855255
605.07862	12589402
605.09364	2197853
605.11491	7932256
605.15131	4770150
605.18754	2992492
605.22425	2566513
606.04548	2909684
606.08178	3109370
606.11817	2022912
607.02136	3749519
607.03671	4098706
607.04758	2181780
607.05779	9640597
607.07319	3912344
607.07759	2100888
607.09419	9460379
607.13052	6703777
607.16703	3328678
607.20354	2717356
608.03982	2246448
608.06102	2735924
608.09788	2671418
609.01581	4248522
609.0375	3321806
609.05229	6550480
609.07349	7048147
609.08854	4342742
609.10971	6286297
609.12523	2638811
609.14615	3767263
609.18275	3027940
609.2189	2036714
610.1497	2226300
611.03154	7531782
611.05275	3474697
611.06795	8002828
611.08914	4185359
611.10413	3603729
611.12555	3389717
611.16152	2305306
612.07129	2835880
613.01075	4636218
613.04718	10890816
613.06867	2189891
613.08356	9592389
613.10501	3250761
613.12013	3853899
613.15634	2360913
614.01402	2223830
614.05081	3186396
614.07835	2158304
614.08714	2576097
615.02644	8175475
615.05301	2077559
615.06286	11616120
615.09931	7880574
615.13533	3734403
616.03006	2694158
616.06605	3992595
616.10282	2037273
617.00584	2825380
617.04215	9601194
617.07857	11853999
617.11498	6783157
617.1513	2661563
617.18776	2801856
618.04598	2950468
618.08188	4113738
618.11827	2487632
619.02134	3826139
619.03654	2195933
619.05785	10801632
619.07278	2562530
619.09413	9933286
619.13037	4641259
619.1668	3359217
619.20364	2557431
620.06098	2622074
620.09772	4123264
620.13441	2193030
621.01603	2648845
621.03724	4897553
621.05219	3603219
621.07038	2321174
621.07352	9274134
621.08835	2737944
621.10989	5731100
621.1463	3750689
621.18289	2504487
621.21849	2480940
622.077	2707376
622.11328	2112438
623.03135	4222019
623.05273	4676678
623.06797	5913673
623.08918	5755980
623.10404	2866254
623.1255	3390545
623.16182	2424919
625.01077	3837300
625.04724	7269753
625.06834	4324732
625.08356	5791103
625.10471	3664258
625.11992	3608964
625.1414	2204040
625.17745	2763149
626.051	2176532
627.02656	5998250
627.06283	9111216
627.0845	2127027
627.09919	7110326
627.13582	2844347
628.02992	2301765
628.06629	3001163
628.0943	2062159
628.10246	2078545
629.00573	2800605
629.03217	2092001
629.04221	8120290
629.07852	9492456
629.11506	5543918
629.15101	3000307
630.04545	2043006
630.08209	2926724
631.02136	4671766
631.05782	9079067
631.09417	7076129
631.13066	4862247
632.06095	2563512
632.09767	2741182
633.03709	5184081
633.07353	8661590
633.10985	5984860
633.14633	3243618
633.18266	2622056
634.07667	2241780
635.01713	2200456
635.03143	2498443
635.05284	5100430
635.06837	2822033
635.08924	7029652
635.10829	2125207
635.12545	4713370
635.16163	3490719
636.09252	2700339
637.0112	2692293
637.04722	4971723
637.06384	2156749
637.06843	5346510
637.08361	3765456
637.10503	4013268
637.14116	3303642
637.17766	2839775
637.21371	2091237
638.08664	2510193
639.02638	4081159
639.06291	6360589
639.08419	4005393
639.09902	3089939
639.12083	2661911
639.15694	2712092
641.04206	6567757
641.0786	7401299
641.09971	2081623
641.11506	4007769
641.15127	2976607
642.08216	2307063
643.02147	3768465
643.05778	8274071
643.09413	6994077
643.13055	4458659
643.1674	2586793
644.06125	3497276
644.1347	2087241
645.0371	5683679
645.07341	6554085
645.10978	4430315
645.14603	3257841
645.85593	2055783
646.04047	2480774
646.07663	3703436
647.05279	6984497
647.06778	2073395
647.08914	7447351
647.12541	3863357
647.16203	2605891
649.04709	3128452
649.06827	5667975
649.08364	2271370
649.10487	4209806
649.14121	2632852
649.17783	2577562
650.07177	2139444
651.02665	2818521
651.04774	3694045
651.06281	4460000
651.08415	4685284
651.09939	3343846
651.12083	3393002
651.13517	2273772
651.15684	2705904
651.19305	2039286
653.00613	2281268
653.04195	5441339
653.06344	2213695
653.07847	5146433
653.09986	2748229
653.11498	3137352
653.17251	2255698
655.02136	3704988
655.05789	5861538
655.07915	2810022
655.09439	3647657
655.1157	2101933
655.13	3093679
657.0369	5265929
657.07344	7383568
657.11014	4180503
657.14595	2916893
658.07713	2422472
659.05279	6341501
659.08912	6683524
659.12576	3274635
659.16182	2045842
661.03199	3865842
661.04677	2098421
661.06837	6356217
661.1048	4791552
661.14096	3164422
661.17769	2206989
662.10806	2171327
663.02682	2128496
663.04761	3354228
663.06291	2809463
663.08388	5396091
663.1206	3094146
665.04216	2594810
665.06332	3108863
665.09974	4206598
665.13619	2093069
665.5299	2419803
667.02137	2758022
667.0579	4577677
667.07898	2439569
667.09439	3492244
667.13098	2130332
667.15179	2220448
668.06144	2097752
669.03713	3403552
669.07367	5126952
669.10957	3092271
669.13122	2138932
670.0676	2096118
670.79783	2314383
671.01672	2678973
671.05267	5364932
671.08886	6403276
671.12574	3560660
671.16122	2233563
673.03181	3055209
673.06837	5942897
673.10471	5070457
673.14126	2844289
673.17808	2385545
674.07267	3421003
675.04778	4292640
675.08403	5808168
675.12011	4382768
675.1565	2107448
675.19368	2148416
677.04178	2293212
677.06332	3918305
677.07861	2050532
677.09969	3326441
677.13592	2699249
679.02135	2842526
679.05708	2868135
679.07893	3067820
679.094	2993071
679.11531	2651060
679.1519	2082748
681.03732	2962803
681.07367	4072828
681.09484	2690433
681.10974	3209605
681.13049	2146697
683.01638	2933578
683.05264	4073299
683.08891	3897179
683.12537	2300772
685.06819	5165372
685.1045	4004165
687.04777	3348262
687.08433	4635439
687.12043	2713400
689.06359	3495202
689.09981	3806507
689.13637	2511156
691.07892	3933991
691.11539	3608369
691.1515	2315066
693.0372	2125095
693.07371	2466096
693.09453	3071286
693.13116	2381119
695.05265	2332478
695.08946	2841416
697.03176	2626900
697.06855	4144478
697.10524	3095912
699.04779	2935677
699.08416	3825543
699.12024	2365328
