300.9837385799,0.8707244855014694,10,5,11,0,0,0,0,1100,11
300.9989935799,0.8387450238881903,14,5,8,0,0,0,0,800,8
301.0142485799,0.8079400853095843,18,5,5,0,0,0,0,500,5
301.02012357990003,0.8625788388967358,11,9,10,0,0,0,0,1000,10
301.0295035799,0.778266532567919,22,5,2,0,0,0,0,200,2
301.0353785799,0.8308985458462445,15,9,7,0,0,0,0,700,7
301.0506335799,0.8003817881417497,19,9,4,0,0,0,0,400,4
301.0565085799,0.8545093949941361,12,13,9,0,0,0,0,900,9
301.0658885799,0.7709858321349474,23,9,1,0,0,0,0,100,1
301.0717635799,0.8231254717779846,16,13,6,0,0,0,0,600,6
301.08701857989996,0.7928941990092211,20,13,3,0,0,0,0,300,3
301.0928935799,0.8465154409157253,13,17,8,0,0,0,0,800,8
301.1081485799,0.8154251149876316,17,17,5,0,0,0,0,500,5
301.1140235799,0.8705700604318373,10,21,10,0,0,0,0,1000,10
301.12340357989996,0.785476656436782,21,17,2,0,0,0,0,200,2
301.1292785799,0.8385962704525466,14,21,7,0,0,0,0,700,7
301.1445335799,0.8077967952034601,18,21,4,0,0,0,0,400,4
301.1504085799,0.8624258584770075,11,25,9,0,0,0,0,900,9
301.1597885799,0.7781285051373308,22,21,1,0,0,0,0,100,1
301.1656635799,0.8307511840022446,15,25,6,0,0,0,0,600,6
301.18091857990004,0.800239838517702,19,25,3,0,0,0,0,300,3
301.1867935799,0.8543578457095802,12,29,8,0,0,0,0,800,8
301.2020485799,0.822979488507258,16,29,5,0,0,0,0,500,5
301.2173035799,0.7927535773270109,20,29,2,0,0,0,0,200,2
301.2231785799,0.8463653093780406,13,33,7,0,0,0,0,700,7
301.2384335799,0.8152804973935954,17,33,4,0,0,0,0,400,4
301.2536885799,0.7853373502734842,21,33,1,0,0,0,0,100,1
301.2595635799,0.8384475433986804,14,37,6,0,0,0,0,600,6
301.2748185799,0.8076535305101789,18,37,3,0,0,0,0,300,3
301.2959485799,0.83060384829322,15,41,5,0,0,0,0,500,5
301.3112035799,0.8000979140687596,19,41,2,0,0,0,0,200,2
301.3323335799,0.8228335311270136,16,45,4,0,0,0,0,400,4
301.3475885799,0.7926129805843923,20,45,1,0,0,0,0,100,1
301.36871857989996,0.8151359054478353,17,49,3,0,0,0,0,300,3
301.40510357989996,0.8075102912252337,18,53,2,0,0,0,0,200,2
301.4414885799,0.7999560147904577,19,57,1,0,0,0,0,100,1
302.9782585799,0.8463946877672524,13,3,9,0,0,0,0,900,9
302.99938857989997,0.8704458759566556,10,7,11,0,0,0,0,1100,11
303.0146435799,0.8384766469524186,14,7,8,0,0,0,0,800,8
303.0298985799,0.8076815651655513,18,7,5,0,0,0,0,500,5
303.03577357989997,0.8623028357503071,11,11,10,0,0,0,0,1000,10
303.0451535799,0.7780175072011205,22,7,2,0,0,0,0,200,2
303.0510285799,0.8306326795825764,15,11,7,0,0,0,0,700,7
303.0662835799,0.800125686459318,19,11,4,0,0,0,0,400,4
303.0721585799,0.8542359738631784,12,15,9,0,0,0,0,900,9
303.0815385799,0.7707391364059015,23,11,1,0,0,0,0,100,1
303.0874135799,0.8228620926990275,16,15,6,0,0,0,0,600,6
303.1026685799,0.7926404931636295,20,15,3,0,0,0,0,300,3
303.1085435799,0.8462445776454274,13,19,8,0,0,0,0,800,8
