201.0040785799,0.9089430810687279,7,5,7,0,0,0,0,700,7
201.0193335799,0.8755599491438776,11,5,4,0,0,0,0,400,4
201.0345885799,0.8434028934391156,15,5,1,0,0,0,0,100,1
201.0404635799,0.9004398986666168,8,9,6,0,0,0,0,600,6
201.0557185799,0.8673690666710172,12,9,3,0,0,0,0,300,3
201.0768485799,0.8920162637218431,9,13,5,0,0,0,0,500,5
201.0921035799,0.8592548100828263,13,13,2,0,0,0,0,200,2
201.0979785799,0.9173638365939946,6,17,7,0,0,0,0,700,7
201.1132335799,0.883671432066204,10,17,4,0,0,0,0,400,4
201.1284885799,0.8512164625424776,14,17,1,0,0,0,0,100,1
201.1343635799,0.9087818778397814,7,21,6,0,0,0,0,600,6
201.1496185799,0.8754046664932057,11,21,3,0,0,0,0,300,3
201.18600357990002,0.8672152366929385,12,25,2,0,0,0,0,200,2
201.22238857989998,0.8591024191875567,13,29,1,0,0,0,0,100,1
202.9985985799,0.8835453787156329,10,3,5,0,0,0,0,500,5
203.0138535799,0.8510950388059269,14,3,2,0,0,0,0,200,2
203.0197285799,0.9086522425517286,7,7,7,0,0,0,0,700,7
203.0349835799,0.8752797923744863,11,7,4,0,0,0,0,400,4
203.0502385799,0.843133026104329,15,7,1,0,0,0,0,100,1
203.0561135799,0.9001517809503047,8,11,6,0,0,0,0,600,6
203.0713685799,0.8670915307743305,12,11,3,0,0,0,0,300,3
203.0924985799,0.8917308413530683,9,15,5,0,0,0,0,500,5
203.10775357990002,0.8589798705405228,13,15,2,0,0,0,0,200,2
203.1288835799,0.8833886798299313,10,19,4,0,0,0,0,400,4
203.1441385799,0.8509440950656053,14,19,1,0,0,0,0,100,1
203.16526857990002,0.8751245594102873,11,23,3,0,0,0,0,300,3
203.2016535799,0.8669377500179067,12,27,2,0,0,0,0,200,2
203.23803857989998,0.8588275284064384,13,31,1,0,0,0,0,100,1
205.0142485799,0.8832626668132055,10,5,5,0,0,0,0,500,5
205.02950357990002,0.8508227101815419,14,5,2,0,0,0,0,200,2
205.0353785799,0.9083614970956094,7,9,7,0,0,0,0,700,7
205.0506335799,0.8749997252480889,11,9,4,0,0,0,0,400,4
205.0658885799,0.842863245120181,15,9,1,0,0,0,0,100,1
205.0717635799,0.8998637554242862,8,13,6,0,0,0,0,600,6
205.0870185799,0.8668140836820258,12,13,3,0,0,0,0,300,3
205.1081485799,0.8914455103121449,9,17,5,0,0,0,0,500,5
205.1234035799,0.8587050189718345,13,17,2,0,0,0,0,200,2
205.14453357989998,0.8831060180671358,10,21,4,0,0,0,0,400,4
205.15978857989998,0.8506718147393532,14,21,1,0,0,0,0,100,1
205.1809185799,0.8748445419544647,11,25,3,0,0,0,0,300,3
205.2173035799,0.8666603521315074,12,29,2,0,0,0,0,200,2
205.25368857989997,0.8585527255833331,13,33,1,0,0,0,0,100,1
